Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Keuntungan Murabahah Dan Istishna,Penerimaan Ijarah,Penerimaan Operasi Lainnya,Penerimaan Dari Pembiayaan,Pembayaran Bagi Hasil Dana Syirkah Temporer,(Pembayaran) Penerimaan Provisi Dan Komisi,Penerimaan Non Operasional - Neto,Pembayaran Beban Operasional,Perubahan Dalam Aset Dan Liabilitas Operasi:,Kenaikan (Penurunan) Aset Operasi:,Piutang Murabahah,Pinjaman Qardh,Pembiayaan Musyarakah,Pembiayaan Mudharabah,Piutang Ijarah,Aset Ijarah,Aset Lain-Lain,Total Kenaikan (Penurunan) Aset Operasi:,Kenaikan (Penurunan) Liabilitas Operasi:,Liabilitas Segera,Liabilitas Kepada Bank Indonesia,Surat Berharga Yang Diterbitkan,Simpanan Wadiah Nasabah,Simpanan Dari Nasabah,Simpanan Dari Bank Lain,Tabungan Mudharabah,Deposito Mudharabah,Tabungan Mudharabah Bank,Deposito Mudharabah Bank,Utang Pajak,Liabilitas Lain-Lain,Kenaikan (Penurunan) Dana Syirkah Temporer,Adjustment,Adjustment,Total Kenaikan (Penurunan) Liabilitas Operasi:,Total Perubahan Dalam Aset Dan Liabilitas Operasi:,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penerimaan (Penempatan) Surat Berharga Diukur Pada Harga Perolehan,Penerimaan Dari Penjualan Surat Berharga Diukur Pada Harga Perolehan,Penerimaan Dari Investasi Dalam Surat Berharga Yang Telah Jatuh Tempo,Perolehan Investasi Dalam Surat Berharga Dalam Kelompok Biaya Perolehan Dan Tersedia Untuk Dijual,Penerimaan (Perolehan) Dari Efek-Efek Yang Dibeli Dengan Janji Dijual Kembali,Perolehan Aset Tetap Dan Aset Hak Guna,Perolehan Perangkat Lunak,Perolehan Aset Tak Berwujud,Hasil Penjualan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerbitan Saham,Penerimaan Modal Dari Hmetd,Penerimaan Modal Dari Pmthmetd,Pembayaran Biaya Emisi Saham,Penerimaan Modal Dari Pemegang Saham Pengendali,Pelaksanaan Waran,Setoran Modal,Pembayaran Liabilitas Sewa,Keuntungan Komprehensif Lain,Pembayaran Kas Lainnya,Pembayaran Dividen,Pembayaran Pinjaman Yang Diterima,Total Arus Kas Dari Aktivitas Pendanaan,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2017,163210000000.000000,52022000000.000000,,34446000000.000000,15862000000.000000,-15307000000.000000,4258000000.000000,1324000000.000000,-324591000000.000000,,,284392000000.000000,,185151000000.000000,7611000000.000000,1000000.000000,-58000000.000000,6284000000.000000,483381000000.000000,,-72000000.000000,,,,-10539000000.000000,43839000000.000000,,,,,238000000.000000,21016000000.000000,-142667000000.000000,,,-88185000000.000000,395196000000.000000,163210000000.000000,-203282000000.000000,-213344000000.000000,350570000000.000000,,,-339882000000.000000,-626000000.000000,,,,-203282000000.000000,,,,,,,,,,,,,,,143000000.000000,-39929000000.000000,328747000000.000000,288818000000.000000
12M 2018,-283631000000.000000,28035000000.000000,1000000.000000,36913000000.000000,3784000000.000000,-4375000000.000000,2218000000.000000,24048000000.000000,-175996000000.000000,,,372425000000.000000,,37801000000.000000,2778000000.000000,1000000.000000,129000000.000000,8355000000.000000,421489000000.000000,,-280000000.000000,,,,-274788000000.000000,-56629000000.000000,,,,,-750000000.000000,-596000000.000000,-286705000000.000000,,,-619748000000.000000,-198259000000.000000,-283631000000.000000,376676000000.000000,,213344000000.000000,,,167491000000.000000,-4499000000.000000,,,340000000.000000,376676000000.000000,,,,,,,,,,,,,,,12000000.000000,93057000000.000000,288818000000.000000,381875000000.000000
12M 2019,114037000000.000000,3953000000.000000,,33175000000.000000,,,-406000000.000000,68409000000.000000,-47412000000.000000,,,67171000000.000000,,,,,,-2598000000.000000,64573000000.000000,,-187000000.000000,,,,-16000000.000000,,,,,,-31000000.000000,-8021000000.000000,,,,-8255000000.000000,56318000000.000000,114037000000.000000,-374690000000.000000,-374700000000.000000,,,,,,,,10000000.000000,-374690000000.000000,,,,,,,,,,,,,,,325000000.000000,-260328000000.000000,381875000000.000000,121547000000.000000
12M 2020,7769000000.000000,86000000.000000,,31191000000.000000,,-158000000.000000,,2397000000.000000,-48960000000.000000,,,5012000000.000000,,,,,,-2486000000.000000,2526000000.000000,,,,,,4000000.000000,4000000.000000,,,,,240000000.000000,-19723000000.000000,40162000000.000000,,,20687000000.000000,23213000000.000000,7769000000.000000,-74047000000.000000,-61330000000.000000,,,,,-12717000000.000000,,,,-74047000000.000000,,,,,,,,,,,,,,,214000000.000000,-66064000000.000000,121547000000.000000,55483000000.000000
12M 2021,898170000000.000000,3000000.000000,,35045000000.000000,,-403000000.000000,,1620000000.000000,-145215000000.000000,,,54000000.000000,,,,,,-14420000000.000000,-14366000000.000000,,1001000000.000000,,,,-5000000.000000,-4000000.000000,,,,,2402000000.000000,20070000000.000000,998022000000.000000,,,1021486000000.000000,1007120000000.000000,898170000000.000000,-304857000000.000000,-11208815000000.000000,,10923278000000.000000,,,-19320000000.000000,,,,-304857000000.000000,509689000000.000000,515000000000.000000,,,-4612000000.000000,,7994000000.000000,,-8693000000.000000,,,,,509689000000.000000,38000000.000000,1103040000000.000000,55483000000.000000,1158523000000.000000
12M 2022,-1334535000000.000000,73671000000.000000,,446000000.000000,,-23342000000.000000,,-623000000.000000,-283699000000.000000,,,-826998000000.000000,-549866000000.000000,,,,,-190147000000.000000,-1567011000000.000000,,15389000000.000000,,,,1000000.000000,684000000000.000000,,,,,3024000000.000000,7144000000.000000,-243535000000.000000,,,466023000000.000000,-1100988000000.000000,-1334535000000.000000,-359215000000.000000,-18315437000000.000000,1422971000000.000000,16586470000000.000000,,,-53219000000.000000,,,,-359215000000.000000,2355076000000.000000,,1008529000000.000000,1190000000000.000000,-5031000000.000000,170000000000.000000,3916000000.000000,,-12338000000.000000,,,,,2355076000000.000000,125000000.000000,661451000000.000000,1158523000000.000000,1819974000000.000000
12M 2023,442616000000.000000,336092000000.000000,,36805000000.000000,,-115011000000.000000,,-487000000.000000,-345060000000.000000,,,12429000000.000000,-273496000000.000000,-1464378000000.000000,,,,-166112000000.000000,-1891557000000.000000,,53447000000.000000,584248000000.000000,-684000000000.000000,,,,,,,,907000000.000000,6882000000.000000,2460350000000.000000,,,2421834000000.000000,530277000000.000000,442616000000.000000,-223992000000.000000,-842993000000.000000,326000000000.000000,328674000000.000000,,,-35673000000.000000,,,,-223992000000.000000,152529000000.000000,,,,,152500000000.000000,12405000000.000000,,-12376000000.000000,,,,,152529000000.000000,-16000000.000000,371137000000.000000,1819974000000.000000,2191111000000.000000
12M 2024,622526000000.000000,606252000000.000000,,179242000000.000000,,-302717000000.000000,,-1167000000.000000,-408208000000.000000,,,769877000000.000000,219367000000.000000,-2635988000000.000000,,,,-25317000000.000000,-1672061000000.000000,,-37227000000.000000,5072000000.000000,600000000000.000000,-584248000000.000000,,,,,,,880000000.000000,81676000000.000000,2155032000000.000000,,,2221185000000.000000,549124000000.000000,622526000000.000000,-722376000000.000000,-19607936000000.000000,2499084000000.000000,16425813000000.000000,,,-39337000000.000000,,,,-722376000000.000000,110286000000.000000,,,,,123000000000.000000,12000000.000000,,-12726000000.000000,,,,,110286000000.000000,31000000.000000,10467000000.000000,2191111000000.000000,2201578000000.000000
