Period,Total Pendapatan,Others,Total Pendapatan,Total Beban Pokok Penjualan,Others,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Pendapatan Operasional Lainnya,Provisi Dan Komisi Lainnya,Others,Total Pendapatan Operasional Lainnya,Beban Operasional Lainnya,Beban Tenaga Kerja,Beban Umum Dan Administrasi,Others,Total Beban Operasional Lainnya,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,104274000000.000000,104274000000.000000,104274000000.000000,-14988000000.000000,-14988000000.000000,-14988000000.000000,89286000000.000000,11061000000.000000,,108000000.000000,105366000000.000000,105474000000.000000,,-47070000000.000000,-30106000000.000000,-17237000000.000000,-94413000000.000000,11061000000.000000,100347000000.000000,-28854000000.000000,71493000000.000000,-81278000000.000000,,,-81278000000.000000,-9785000000.000000,1324000000.000000,1324000000.000000,1324000000.000000,-8461000000.000000,-9785000000.000000,-9785000000.000000,,-9785000000.000000,-8461000000.000000,-8461000000.000000,,-8461000000.000000
12M 2018,61445000000.000000,61445000000.000000,61445000000.000000,-4375000000.000000,-4375000000.000000,-4375000000.000000,57070000000.000000,-145335000000.000000,,52000000.000000,-79091000000.000000,-79039000000.000000,,-34278000000.000000,-25667000000.000000,-6351000000.000000,-66296000000.000000,-145335000000.000000,-88265000000.000000,24047000000.000000,-64218000000.000000,-502000000.000000,,,-502000000.000000,-64720000000.000000,11333000000.000000,11333000000.000000,11333000000.000000,-53387000000.000000,-64720000000.000000,-64720000000.000000,,-64720000000.000000,-53387000000.000000,-53387000000.000000,,-53387000000.000000
12M 2019,51471000000.000000,51471000000.000000,51471000000.000000,,,,51471000000.000000,-42915000000.000000,,60000000.000000,4839000000.000000,4899000000.000000,,-19950000000.000000,-24938000000.000000,-2926000000.000000,-47814000000.000000,-42915000000.000000,8556000000.000000,68418000000.000000,76974000000.000000,330000000.000000,,,330000000.000000,77304000000.000000,-11850000000.000000,-11850000000.000000,-11850000000.000000,65454000000.000000,77304000000.000000,77304000000.000000,,77304000000.000000,65454000000.000000,65454000000.000000,,65454000000.000000
12M 2020,31277000000.000000,31277000000.000000,31277000000.000000,-158000000.000000,-158000000.000000,-158000000.000000,31119000000.000000,11352000000.000000,,,65726000000.000000,65726000000.000000,,-23932000000.000000,-19550000000.000000,-10892000000.000000,-54374000000.000000,11352000000.000000,42471000000.000000,2397000000.000000,44868000000.000000,,,,,44868000000.000000,-2217000000.000000,-2217000000.000000,-2217000000.000000,42651000000.000000,44868000000.000000,44868000000.000000,,44868000000.000000,42651000000.000000,42651000000.000000,,42651000000.000000
12M 2021,36111000000.000000,36111000000.000000,36111000000.000000,-403000000.000000,-403000000.000000,-403000000.000000,35708000000.000000,-158603000000.000000,,,-2284000000.000000,-2284000000.000000,,-80351000000.000000,-45840000000.000000,-30128000000.000000,-156319000000.000000,-158603000000.000000,-122895000000.000000,1620000000.000000,-121275000000.000000,,,,,-121275000000.000000,7946000000.000000,7946000000.000000,7946000000.000000,-113329000000.000000,-121275000000.000000,-121275000000.000000,,-121275000000.000000,-113329000000.000000,-113329000000.000000,,-113329000000.000000
12M 2022,81755000000.000000,81755000000.000000,81755000000.000000,-23982000000.000000,-23982000000.000000,-23982000000.000000,57773000000.000000,-322132000000.000000,,7272000000.000000,-24261000000.000000,-16989000000.000000,,-161867000000.000000,-86734000000.000000,-56542000000.000000,-305143000000.000000,-322132000000.000000,-264359000000.000000,-554000000.000000,-264913000000.000000,,,,,-264913000000.000000,-5552000000.000000,-5552000000.000000,-5552000000.000000,-270465000000.000000,-264913000000.000000,-264913000000.000000,,-264913000000.000000,-270465000000.000000,-270465000000.000000,,-270465000000.000000
12M 2023,334502000000.000000,334502000000.000000,334502000000.000000,-121047000000.000000,-121047000000.000000,-121047000000.000000,213455000000.000000,-456596000000.000000,,32734000000.000000,-11664000000.000000,21070000000.000000,,-194251000000.000000,-137667000000.000000,-145748000000.000000,-477666000000.000000,-456596000000.000000,-243141000000.000000,16403000000.000000,-226738000000.000000,,,,,-226738000000.000000,3798000000.000000,3798000000.000000,3798000000.000000,-222940000000.000000,-226738000000.000000,-226738000000.000000,,-226738000000.000000,-222940000000.000000,-222940000000.000000,,-222940000000.000000
12M 2024,613442000000.000000,613442000000.000000,613442000000.000000,-308801000000.000000,-308801000000.000000,-308801000000.000000,304641000000.000000,-378128000000.000000,,154743000000.000000,3995000000.000000,158738000000.000000,,-205203000000.000000,-190734000000.000000,-140929000000.000000,-536866000000.000000,-378128000000.000000,-73487000000.000000,-240000000.000000,-73727000000.000000,,,,,-73727000000.000000,4067000000.000000,4067000000.000000,4067000000.000000,-69660000000.000000,-73727000000.000000,-73727000000.000000,,-73727000000.000000,-69660000000.000000,-69660000000.000000,,-69660000000.000000
