Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,163 B,,163 B,172696.39
12M 2018,(284 B),,(284 B),-300116.71
12M 2019,114 B,,114 B,120665.26
12M 2020,8 B,,8 B,0.95
12M 2021,898 B,,898 B,67.83
12M 2022,"(1,335 B)",,"(1,335 B)",-96.91
12M 2023,443 B,,443 B,31.80
12M 2024,623 B,,623 B,44.73
