Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,16 B,(30 B),(14 B),-645.13
12M 2019,14 B,(20 B),(6 B),-1.37
12M 2020,5 B,(8 B),(3 B),-0.84
12M 2021,19 B,(2 B),17 B,4.11
12M 2022,41 B,(18 B),23 B,5.47
12M 2023,47 B,(11 B),36 B,8.72
12M 2024,40 B,(3 B),37 B,8.91
