Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Dana Syirkah Temporer,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,3480627375.000000,4638596909.000000,,,4638596909.000000,2816146660.000000,,,2816146660.000000,571324275.000000,1004644385.000000,12511339604.000000,,218994451693.000000,,14355515654.000000,233349967347.000000,245861306951.000000,,,20541614076.000000,,2843292202.000000,,,2843292202.000000,3389442628.000000,,,3389442628.000000,528967217.000000,5544076362.000000,,7083090832.000000,392730111.000000,7475820943.000000,760014724.000000,20541614076.000000,39885413931.000000,1196750136.000000,,16691542306.000000,107278161.000000,16798820467.000000,16467295700.000000,5422547628.000000,39885413931.000000,60427028007.000000,,185686469500.000000,6556852048.000000,-6853552950.000000,,,-6853552950.000000,44510346.000000,185434278944.000000,245861306951.000000,21845467.000000
12M 2019,,,8526587587.000000,2406813879.000000,,,2406813879.000000,,,,,609028951.000000,38081019113.000000,49623449530.000000,,244524391107.000000,1000000000.000000,11636218694.000000,257160609801.000000,306784059331.000000,,,31175268206.000000,14784728885.000000,2146848337.000000,,,2146848337.000000,1437824976.000000,,,1437824976.000000,2736442775.000000,5467915868.000000,,4161959196.000000,386550000.000000,4548509196.000000,52998169.000000,31175268206.000000,36058576333.000000,1938908352.000000,,19422476250.000000,131250000.000000,19553726250.000000,14021939152.000000,544002579.000000,36058576333.000000,67233844539.000000,,206318299500.000000,32567498180.000000,613076538.000000,,,613076538.000000,51340574.000000,239550214792.000000,306784059331.000000,4126365990.000000
12M 2020,,,1698701983.000000,2731931199.000000,2731931199.000000,,2731931199.000000,500000000.000000,,500000000.000000,500000000.000000,516536029.000000,9295205144.000000,14742374355.000000,,247326059688.000000,760000000.000000,,248086059688.000000,262828434043.000000,,,14264691168.000000,5000000000.000000,,2275985966.000000,,2275985966.000000,,1416840142.000000,,1416840142.000000,1448582083.000000,3468628887.000000,,400000000.000000,,400000000.000000,254654090.000000,14264691168.000000,3728693436.000000,1196238434.000000,,1566666667.000000,397561743.000000,1964228410.000000,,568226592.000000,3728693436.000000,17993384604.000000,,206318304750.000000,32567512880.000000,7326396000.000000,,,7326396000.000000,-1377164192.000000,244835049438.000000,262828434042.000000,4126366095.000000
12M 2021,,,1131974178.000000,1288795611.000000,1288795611.000000,,1288795611.000000,,,,,1000042651.000000,10064859414.000000,13485671854.000000,,245687307257.000000,520000000.000000,,246207307257.000000,259692979111.000000,,,8195415802.000000,,,1725085522.000000,,1725085522.000000,,1665221047.000000,600000000.000000,2265221047.000000,740756476.000000,926590801.000000,,,122622500.000000,122622500.000000,2415139456.000000,8195415802.000000,5945647004.000000,3488933400.000000,,,1735425178.000000,1735425178.000000,,721288426.000000,5945647004.000000,14141062806.000000,,206318309750.000000,32892906501.000000,6294129861.000000,,,6294129861.000000,46570194.000000,245551916306.000000,259692979112.000000,4126366195.000000
12M 2022,,,1552346640.000000,3100696341.000000,3100696341.000000,,3100696341.000000,,,,,1271909962.000000,9961214235.000000,15886167178.000000,,257813070210.000000,290893570.000000,,258103963780.000000,273990130958.000000,,,17203429576.000000,4000000000.000000,,2458476803.000000,,2458476803.000000,,1787893993.000000,,1787893993.000000,3459033522.000000,1133111219.000000,,,950000000.000000,950000000.000000,3414914039.000000,17203429576.000000,7086777753.000000,5459432776.000000,,,785425178.000000,785425178.000000,,841919799.000000,7086777753.000000,24290207329.000000,,206320266800.000000,32898386241.000000,10517852685.000000,,,10517852685.000000,-36582097.000000,249699923629.000000,273990130958.000000,4126405336.000000
12M 2023,,,6479559713.000000,2990851503.000000,2990851503.000000,,2990851503.000000,,,,,832673533.000000,4381743265.000000,14684828014.000000,,468734845239.000000,48379670.000000,,468783224909.000000,483468052923.000000,,,13061940733.000000,700000000.000000,,2423858626.000000,,2423858626.000000,,2129209938.000000,,2129209938.000000,2748844649.000000,1426846698.000000,,,1100435000.000000,1100435000.000000,2532745822.000000,13061940733.000000,8241405943.000000,6557732890.000000,,,649555178.000000,649555178.000000,,1034117875.000000,8241405943.000000,21303346676.000000,,206320266800.000000,32898386241.000000,13437449708.000000,800000000.000000,12637449708.000000,13437449708.000000,209508603498.000000,462164706247.000000,483468052923.000000,4126405336.000000
12M 2024,,,8569493958.000000,5677213206.000000,5677213206.000000,,5677213206.000000,30000000.000000,30000000.000000,,30000000.000000,697500863.000000,4367642434.000000,19341850461.000000,,467809917313.000000,5865768.000000,,467815783081.000000,487157633542.000000,,,17103696395.000000,5000000000.000000,,1980450844.000000,,1980450844.000000,,2256795675.000000,,2256795675.000000,2547027711.000000,2054927000.000000,,,375937750.000000,375937750.000000,2888557415.000000,17103696395.000000,9097766613.000000,7683625429.000000,,,228380512.000000,228380512.000000,,1185760672.000000,9097766613.000000,26201463008.000000,,206320266800.000000,32898386241.000000,12255825638.000000,850000000.000000,11405825638.000000,12255825638.000000,209481691857.000000,460956170536.000000,487157633544.000000,4126405336.000000
