Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,18.36,21.79,19.20,20.83,,39 B,39 B,32 B,3 B
12M 2009,3.62,77.31,3.66,76.44,3 B,31 B,34 B,26 B,6 B
12M 2010,1.88,164.94,1.89,164.20,5 B,22 B,27 B,17 B,9 B
12M 2011,2.34,295.14,2.34,294.51,5 B,14 B,18 B,3 B,17 B
12M 2012,4.81,508.97,4.82,508.44,15 B,20 B,34 B,16 B,26 B
12M 2013,5.97,669.74,5.97,669.46,23 B,27 B,50 B,36 B,48 B
12M 2014,8.34,683.29,8.34,683.08,22 B,50 B,72 B,60 B,33 B
12M 2015,15.17,560.37,15.17,560.23,30 B,42 B,72 B,61 B,0 B
12M 2016,12.90,565.70,12.91,565.64,41 B,26 B,67 B,53 B,(7 B)
12M 2017,11.88,605.93,11.88,605.93,44 B,18 B,62 B,39 B,(12 B)
12M 2018,10.82,674.67,10.82,674.67,22 B,16 B,37 B,13 B,7 B
12M 2019,5.85,777.67,5.85,777.67,15 B,11 B,26 B,(4 B),0 B
12M 2020,6.56,565.55,6.56,565.55,44 B,25 B,70 B,14 B,(49 B)
12M 2021,14.41,485.83,14.41,485.83,28 B,15 B,43 B,10 B,(58 B)
12M 2022,6.66,525.31,6.66,525.31,26 B,8 B,33 B,9 B,(26 B)
12M 2023,4.31,601.30,4.31,601.30,26 B,2 B,28 B,(2 B),(28 B)
12M 2024,1.26,686.89,1.26,686.89,8 B,,8 B,(14 B),(22 B)
