Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,2 B,(15 B),(13 B),-2.65
12M 2022,(59 B),(1 B),(60 B),-11.92
12M 2023,(1 B),(0 B),(1 B),-0.23
12M 2024,(1 B),(0 B),(1 B),-0.18
