Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,,,0.53
12M 2021,12.3,3.71,27.3,-11.29,29.68,,98.49,,3.33,,2.42,,128.98,,1.08
12M 2022,19.13,23.41,12.92,29.62,19.08,15.46,15.59,6.41,5.54,5.7,2.73,2.0,5.95,5.95,3.79
12M 2023,35.15,44.67,17.61,62.21,10.38,8.97,8.17,5.55,5.35,5.51,1.93,1.9,6.85,6.85,2.9
12M 2024,56.57,37.92,23.52,70.97,6.45,6.6,9.62,6.58,3.79,3.92,1.48,1.53,7.62,7.62,3.14
