Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,5.00 B,0.08,0.00,0.00,5.70 B,0.37%,0.52%,1.65%,1.30
12M 2022,5.00 B,2.76,32.25,0.99,24.34 B,6.30%,7.67%,12.56%,31.39
12M 2023,5.00 B,-4.13,-12.11,0.62,(16.07 B),-10.27%,-12.98%,-12.59%,-27.64
12M 2024,5.00 B,-6.18,-1.94,0.23,(23.01 B),-19.99%,-24.21%,-19.18%,-32.53
