Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,0.53,0.45,0.02,1.81,0.0,0.0,-0.1,0.01,0.81
12M 2021,1.08,0.96,0.03,1.43,0.0,0.0,-0.07,0.02,0.43
12M 2022,3.79,1.97,0.01,1.22,0.0,0.0,-0.04,0.01,0.22
12M 2023,2.9,1.4,0.02,1.26,0.0,0.0,0.01,0.01,0.26
12M 2024,3.14,2.51,0.03,1.21,0.0,0.0,0.02,0.02,0.21
