Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Retensi,Pihak Ketiga,Pihak Berelasi,Total Piutang Retensi,Piutang Sewa Pembiayaan,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Sewa Pembiayaan,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tetap,Goodwill,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pembelian Aset Tetap,Utang Pajak,Utang Bank Jangka Pendek,Pihak Ketiga,Pihak Berelasi,Total Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Lain-Lain,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Obligasi,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Obligasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Sewa Pembiayaan,Utang Obligasi,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,210955959903.000000,,100820690209.000000,18672947184.000000,82147743025.000000,100820690209.000000,10769253684.000000,6018696009.000000,4750557675.000000,10769253684.000000,,60366794.000000,,,60366794.000000,2802845610.000000,141576805376.000000,466985921576.000000,,,,,,,599403531618.000000,,,,599403531618.000000,1066389453194.000000,,,558854857510.000000,168043682873.000000,,,168043682873.000000,,600199721.000000,5589861593.000000,6190061314.000000,,589721092.000000,200000000000.000000,,,200000000000.000000,,127566715966.000000,,9245086950.000000,136811802916.000000,,47219589315.000000,558854857510.000000,295588963168.000000,,,,,,,249792439324.000000,35296229637.000000,,285088668961.000000,10500294207.000000,295588963168.000000,854443820678.000000,,110760000000.000000,,101198588785.000000,,101198588785.000000,101198588785.000000,,-12956269.000000,211945632516.000000,1066389453194.000000,110760.000000
12M 2017,,,1132459133995.000000,,602213238833.000000,473621120412.000000,128592118421.000000,602213238833.000000,22844515569.000000,9482718641.000000,13361796928.000000,22844515569.000000,,57171692739.000000,,,57171692739.000000,58514079891.000000,787926724103.000000,2661129385130.000000,,,,,,,2206321174798.000000,246863514371.000000,11273230535.000000,,2464457919704.000000,5125587304834.000000,,,1408225004242.000000,950327825857.000000,,,950327825857.000000,,10014069374.000000,6043378223.000000,16057447597.000000,,19250513384.000000,200000000000.000000,,,200000000000.000000,,55000000000.000000,,50007083747.000000,105007083747.000000,,117582133657.000000,1408225004242.000000,1277215090839.000000,,,,,,,995964245624.000000,273926842700.000000,,1269891088324.000000,7324002515.000000,1277215090839.000000,2685440095081.000000,,1022427100000.000000,749560161538.000000,218400998025.000000,,218400998025.000000,218400998025.000000,447154823903.000000,2604126287.000000,2440147209753.000000,5125587304834.000000,10224271000.000000
12M 2018,,,630943315426.000000,,629811059221.000000,265752949578.000000,364058109643.000000,629811059221.000000,170351779319.000000,53506050888.000000,116845728431.000000,170351779319.000000,,32686078080.000000,,,32686078080.000000,79172142400.000000,1575864988154.000000,3118829362600.000000,,,,,,,2886918307456.000000,246863514371.000000,3385009200.000000,,3137166831027.000000,6255996193627.000000,,,1740789211959.000000,1138875000144.000000,,,1138875000144.000000,,10304884432.000000,106034385162.000000,116339269594.000000,,84901218746.000000,196592648612.000000,,,196592648612.000000,,,,164772442213.000000,164772442213.000000,,39308632650.000000,1740789211959.000000,1678451093340.000000,,,,,,,1359675968534.000000,309359380107.000000,,1669035348641.000000,9415744699.000000,1678451093340.000000,3419240305299.000000,,1022427100000.000000,749560161538.000000,488387764050.000000,17686041287.000000,470701722763.000000,488387764050.000000,554408417612.000000,21972445128.000000,2836755888328.000000,6255996193627.000000,10224271000.000000
12M 2019,,,549104701857.000000,,689313638406.000000,390963685177.000000,298349953229.000000,689313638406.000000,174293656051.000000,67975668005.000000,106317988046.000000,174293656051.000000,,1349000000.000000,,,1349000000.000000,90851820025.000000,3037824370782.000000,4542737187121.000000,,,,,,,2967439919428.000000,246863514371.000000,3822788500.000000,,3218126222299.000000,7760863409420.000000,,,3433911106306.000000,1831188362106.000000,,,1831188362106.000000,,77440621243.000000,105140172963.000000,182580794206.000000,,169937270295.000000,607980570887.000000,,,607980570887.000000,,427246451006.000000,,185047752351.000000,612294203357.000000,,29929905455.000000,3433911106306.000000,1164871668387.000000,,,,,,,974720257439.000000,176860360356.000000,,1151580617795.000000,13291050592.000000,1164871668387.000000,4598782774693.000000,,1022427100000.000000,749560161538.000000,721714688665.000000,44810688184.000000,676904000481.000000,721714688665.000000,643894938573.000000,24483745951.000000,3162080634727.000000,7760863409420.000000,10224271000.000000
12M 2020,,,271262241670.000000,,723921618077.000000,395589330935.000000,328332287142.000000,723921618077.000000,153753399477.000000,57693078541.000000,96060320936.000000,153753399477.000000,,18261502197.000000,,,18261502197.000000,58979521801.000000,2768690489199.000000,3994868772421.000000,,,,,,,2341277461220.000000,246863514371.000000,3908961996.000000,309063335716.000000,2901113273303.000000,6895982045724.000000,,,3079420543326.000000,1497373578085.000000,,,1497373578085.000000,,5263375161.000000,234809547563.000000,240072922724.000000,,250575829515.000000,632923281506.000000,,,632923281506.000000,,239701232171.000000,,122571285471.000000,362272517642.000000,,96202413854.000000,3079420543326.000000,974561676075.000000,,,,,,,865781887441.000000,94057334788.000000,,959839222229.000000,14722453846.000000,974561676075.000000,4053982219401.000000,,1022427100000.000000,749560161538.000000,391354822784.000000,72392605358.000000,318962217426.000000,391354822784.000000,669035136990.000000,9622605011.000000,2841999826323.000000,6895982045724.000000,10224271000.000000
12M 2021,,,255387879363.000000,156092127791.000000,797797756491.000000,328219008352.000000,469578748139.000000,797797756491.000000,131209258844.000000,34764097564.000000,96445161280.000000,131209258844.000000,5865454048.000000,20677694326.000000,19977350073.000000,700344253.000000,20677694326.000000,125996969406.000000,2724333022061.000000,4217360162330.000000,,18473541159.000000,,,,,2076320595355.000000,246863514371.000000,3719899146.000000,466910567654.000000,2812288117685.000000,7029648280015.000000,,,3555623197732.000000,,1162713306583.000000,190274223125.000000,1352987529708.000000,,6300122152.000000,136109512798.000000,142409634950.000000,,170723067447.000000,,923863981175.000000,23000000000.000000,946863981175.000000,,676419061033.000000,52449999996.000000,115686699902.000000,844555760931.000000,,98083223521.000000,3555623197732.000000,494741701367.000000,,,64471176845.000000,64471176845.000000,,,197547645392.000000,217292623257.000000,,414840268649.000000,15430255873.000000,494741701367.000000,4050364899099.000000,,1022427100000.000000,749560161538.000000,456570114040.000000,81169294714.000000,375400819326.000000,456570114040.000000,734102610362.000000,16623394976.000000,2979283380916.000000,7029648280015.000000,10224271000.000000
12M 2022,,,305614888536.000000,109472110056.000000,808911460338.000000,465918657897.000000,342992802441.000000,808911460338.000000,171225242810.000000,41322580680.000000,129902662130.000000,171225242810.000000,6415674097.000000,24610844424.000000,19977350073.000000,4633494351.000000,24610844424.000000,154034323581.000000,3324515946405.000000,4904800490247.000000,,12057867062.000000,110188349350.000000,,110188349350.000000,110188349350.000000,1712080501126.000000,246863514371.000000,2959290698.000000,599490319391.000000,2683639841998.000000,7588440332245.000000,,,3795391008899.000000,,1260080415913.000000,200834241388.000000,1460914657301.000000,,2679972826.000000,135998324815.000000,138678297641.000000,,265247942108.000000,,511396840216.000000,775224309385.000000,1286621149601.000000,,282051788379.000000,52449999996.000000,150802277038.000000,485304065413.000000,,158624896835.000000,3795391008899.000000,642722607392.000000,,,74360073745.000000,74360073745.000000,,,114051700688.000000,237630526322.000000,201924818000.000000,553607045010.000000,14755488637.000000,642722607392.000000,4438113616291.000000,,1022427100000.000000,749560161538.000000,549628852278.000000,92146775549.000000,457482076729.000000,549628852278.000000,806783032907.000000,21927569231.000000,3150326715954.000000,7588440332245.000000,10224271000.000000
12M 2023,,,158012909569.000000,107756526527.000000,1506630082325.000000,807760190595.000000,698869891730.000000,1506630082325.000000,195787356589.000000,38715613885.000000,157071742704.000000,195787356589.000000,7017508580.000000,30022518097.000000,23330100055.000000,6692418042.000000,30022518097.000000,167652474661.000000,2792695239681.000000,4965574616029.000000,,5040358482.000000,,,,,1500698001491.000000,246863514371.000000,3254733747.000000,443558933951.000000,2199415542042.000000,7164990158071.000000,,,3223008646012.000000,,1069464993244.000000,42839394933.000000,1112304388177.000000,,2545274114.000000,100266844238.000000,102812118352.000000,78117117117.000000,327204497450.000000,,356581349556.000000,660933660618.000000,1017515010174.000000,,187128199573.000000,168067998063.000000,188085341586.000000,543281539222.000000,,41773975520.000000,3223008646012.000000,626889069623.000000,,,126997715567.000000,126997715567.000000,,,117195576372.000000,163238002852.000000,202250214000.000000,482683793224.000000,17207560832.000000,626889069623.000000,3849897715635.000000,,1022427100000.000000,749560161538.000000,629844411404.000000,97184358276.000000,532660053128.000000,629844411404.000000,885797558172.000000,27463211322.000000,3315092442436.000000,7164990158071.000000,10224271000.000000
12M 2024,,,268063079610.000000,112752609952.000000,1370510363046.000000,959825978453.000000,410684384593.000000,1370510363046.000000,107568686897.000000,68652497563.000000,38916189334.000000,107568686897.000000,,18802034502.000000,12851458750.000000,5950575752.000000,18802034502.000000,152619787600.000000,3341964448403.000000,5372281010010.000000,,,,,,,1230438096398.000000,246863514371.000000,6530832409.000000,792735121980.000000,2276567565158.000000,7648848575168.000000,,,3134261627402.000000,,1676107992739.000000,18926316011.000000,1695034308750.000000,,16024646669.000000,85444902233.000000,101469548902.000000,,46539656824.000000,,230348145467.000000,336418880000.000000,566767025467.000000,,168200015306.000000,11301291770.000000,66057260803.000000,245558567879.000000,101661350000.000000,377231169580.000000,3134261627402.000000,1020019294750.000000,,,135796932933.000000,135796932933.000000,,,43688559971.000000,719751177432.000000,100914260000.000000,864353997403.000000,19868364414.000000,1020019294750.000000,4154280922152.000000,,1022427100000.000000,749560161538.000000,720183959641.000000,101195136232.000000,618988823409.000000,720183959641.000000,969808011364.000000,32588420473.000000,3494567653016.000000,7648848575168.000000,10224271000.000000
