Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,110 B,(275 B),(164 B),-1485185.42
12M 2017,351 B,(872 B),(521 B),-50.95
12M 2018,321 B,(957 B),(636 B),-62.19
12M 2019,143 B,(420 B),(276 B),-27.04
12M 2020,241 B,(92 B),149 B,14.54
12M 2021,249 B,(53 B),196 B,19.17
12M 2022,311 B,(9 B),302 B,29.58
12M 2023,64 B,(64 B),(0 B),-0.03
12M 2024,766 B,(294 B),473 B,46.24
