Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,31699102918.000000,-21426567711.000000,10272535207.000000,-4181101572.000000,-2405073925.000000,-1776027647.000000,,-4181101572.000000,6091433635.000000,-1539857295.000000,,-1768575094.000000,228717799.000000,-1539857295.000000,4551576340.000000,-573786987.000000,,,-573786987.000000,-573786987.000000,3977789353.000000,8992000.000000,8992000.000000,8992000.000000,3986781353.000000,3977789353.000000,3977788355.000000,998.000000,3977789353.000000,3986781353.000000,3986780355.000000,998.000000,3986781353.000000
12M 2020,28839344166.000000,-18206843501.000000,10632500665.000000,-8398572053.000000,-3862804858.000000,-4535767195.000000,,-8398572053.000000,2233928612.000000,-262926734.000000,,-1096137223.000000,833210489.000000,-262926734.000000,1971001878.000000,-720983605.000000,,,-720983605.000000,-720983605.000000,1250018273.000000,25832000.000000,25832000.000000,25832000.000000,1275850273.000000,1250018273.000000,1250018787.000000,-514.000000,1250018273.000000,1275850273.000000,1275850787.000000,-514.000000,1275850273.000000
12M 2021,62895985398.000000,-34858179215.000000,28037806183.000000,-14909346149.000000,-9903635935.000000,-5646166192.000000,640455978.000000,-14909346149.000000,13128460034.000000,-6192287906.000000,552743209.000000,-6745031115.000000,,-6192287906.000000,6936172128.000000,-1572399629.000000,,,-1572399629.000000,-1572399629.000000,5363772499.000000,40210000.000000,40210000.000000,40210000.000000,5403982499.000000,5363772499.000000,5363824144.000000,-51645.000000,5363772499.000000,5403982499.000000,5404034144.000000,-51645.000000,5403982499.000000
12M 2022,74323254468.000000,-46249066821.000000,28074187647.000000,-14908551836.000000,-8013178157.000000,-6988481364.000000,93107685.000000,-14908551836.000000,13165635811.000000,-4285342514.000000,885311647.000000,-5170654161.000000,,-4285342514.000000,8880293297.000000,-1858081362.000000,,,-1858081362.000000,-1858081362.000000,7022211935.000000,1747000.000000,1747000.000000,1747000.000000,7023958935.000000,7022211935.000000,7022217989.000000,-6054.000000,7022211935.000000,7023958935.000000,7023964989.000000,-6054.000000,7023958935.000000
12M 2023,63279657791.000000,-44235122345.000000,19044535446.000000,-9723240482.000000,-4871024185.000000,-5201245720.000000,349029423.000000,-9723240482.000000,9321294964.000000,-3435097027.000000,652381106.000000,-4087478133.000000,,-3435097027.000000,5886197937.000000,-1581991445.000000,,,-1581991445.000000,-1581991445.000000,4304206492.000000,-12238000.000000,-12238000.000000,-12238000.000000,4291968492.000000,4304206492.000000,4304192411.000000,14081.000000,4304206492.000000,4291968492.000000,4291954411.000000,14081.000000,4291968492.000000
12M 2024,34405367859.000000,-24516877367.000000,9888490492.000000,-7212334821.000000,-2201555837.000000,-5104271203.000000,93492219.000000,-7212334821.000000,2676155671.000000,-1307316391.000000,526984674.000000,-1834301065.000000,,-1307316391.000000,1368839280.000000,-860134196.000000,,,-860134196.000000,-860134196.000000,508705084.000000,15532000.000000,15532000.000000,15532000.000000,524237084.000000,508705084.000000,508697803.000000,7281.000000,508705084.000000,524237084.000000,524229803.000000,7281.000000,524237084.000000
