Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(29 B),(32 B),(60 B),-95.56
12M 2020,(6 B),(41 B),(47 B),-59.97
12M 2021,17 B,(2 B),15 B,18.57
12M 2022,15 B,(2 B),13 B,16.44
12M 2023,20 B,(7 B),13 B,8.37
12M 2024,0 B,,0 B,0.22
