Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.63 B,6.31,0.00,0.00,6.20 B,2.73%,7.01%,13.19%,3.44
12M 2020,0.79 B,1.59,830.19,36.04,2.35 B,0.53%,1.09%,1.98%,2.04
12M 2021,0.79 B,6.81,238.77,20.36,13.25 B,2.02%,4.48%,9.69%,1.95
12M 2022,0.79 B,8.92,37.89,3.58,13.28 B,2.65%,5.54%,9.90%,2.55
12M 2023,1.57 B,2.73,80.59,5.48,9.43 B,1.94%,3.28%,7.13%,2.28
12M 2024,1.57 B,0.32,1156.25,16.94,2.77 B,0.24%,0.39%,2.00%,1.46
