Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Retensi,Tagihan Bruto Kepada Pemberi Kerja,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Investasi Jangka Panjang,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Beban Akrual,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,7546274270.000000,56566210909.000000,56566210909.000000,56566210909.000000,12197272663.000000,66171788511.000000,1132236796.000000,,19742202656.000000,163355985805.000000,,1806080082.000000,,97723849766.000000,1095264549.000000,100625194397.000000,263981180202.000000,,,83505473094.000000,9652389003.000000,,38730418419.000000,9608824988.000000,48339243407.000000,1733232027.000000,2194495715.000000,,,,,,6808208933.000000,2518490547.000000,9326699480.000000,12259413462.000000,83505473094.000000,24895288758.000000,6540033351.000000,,12838923390.000000,3618032005.000000,16456955395.000000,1898300012.000000,24895288758.000000,108400761852.000000,,24675000000.000000,977500000.000000,129643992837.000000,,,129643992837.000000,,283925513.000000,155580418350.000000,263981180202.000000,246750.000000
12M 2019,,,4892955801.000000,59352085178.000000,59352085178.000000,59352085178.000000,16401262485.000000,59948981749.000000,983451497.000000,,34362417449.000000,175941154159.000000,,,,168748857224.000000,1291900000.000000,170040757224.000000,345981911383.000000,,,72697668920.000000,13082206652.000000,,16928770986.000000,8011532460.000000,24940303446.000000,1205757072.000000,5323393773.000000,,,,,,14477526095.000000,3911333540.000000,18388859635.000000,9757148342.000000,72697668920.000000,24749459656.000000,2292044795.000000,,18297390553.000000,2632206933.000000,20929597486.000000,1527817375.000000,24749459656.000000,97447128576.000000,,70255000000.000000,977500000.000000,176422851525.000000,,,176422851525.000000,,879431282.000000,248534782807.000000,345981911383.000000,702550000.000000
12M 2020,,,4033238145.000000,70223574974.000000,70223574974.000000,70223574974.000000,13970042185.000000,51308980766.000000,1205752848.000000,,91948797363.000000,232690386281.000000,,,,200306914779.000000,2833414565.000000,203140329344.000000,435830715625.000000,,,42426107159.000000,3892209534.000000,,10163697416.000000,1256683444.000000,11420380860.000000,980246830.000000,881058856.000000,,,,,,15870130422.000000,2942508087.000000,18812638509.000000,6439572570.000000,42426107159.000000,11722219286.000000,58662974.000000,,9259462203.000000,217428883.000000,9476891086.000000,2186665226.000000,11722219286.000000,54148326445.000000,,87818750000.000000,94001250000.000000,199418594766.000000,,,199418594766.000000,,443794414.000000,381682389180.000000,435830715625.000000,878187500.000000
12M 2021,,,22854637361.000000,157794950697.000000,157794950697.000000,157794950697.000000,22472753638.000000,13576092723.000000,1430481728.000000,,73363633356.000000,291492549503.000000,,1017000000.000000,,240794005515.000000,7549145000.000000,249360150515.000000,540852700018.000000,,,97286281035.000000,188394409.000000,,36648470472.000000,2302320775.000000,38950791247.000000,4179681137.000000,34689663526.000000,,,,,,12540017771.000000,363839362.000000,12903857133.000000,6373893583.000000,97286281035.000000,9676634658.000000,26203908.000000,,7269655564.000000,122260825.000000,7391916389.000000,2258514361.000000,9676634658.000000,106962915693.000000,,87818750000.000000,94001250000.000000,251466237206.000000,,,251466237206.000000,,603547119.000000,433889784325.000000,540852700018.000000,878187500.000000
12M 2022,,,79552042800.000000,119507371559.000000,119507371559.000000,119507371559.000000,26339921692.000000,28543189359.000000,1520957293.000000,,84458956704.000000,339922439407.000000,,5763171000.000000,,232631022328.000000,6150900000.000000,244545093328.000000,584467532735.000000,,,58125997620.000000,1750567728.000000,,32470638243.000000,357620885.000000,32828259128.000000,2425869929.000000,8588379487.000000,,,,,,5386111097.000000,4689457400.000000,10075568497.000000,2457352851.000000,58125997620.000000,12158789472.000000,,,1883544473.000000,8078688605.000000,9962233078.000000,2196556394.000000,12158789472.000000,70284787092.000000,,87818750000.000000,94001250000.000000,331697825692.000000,,,331697825692.000000,39993700.000000,624926251.000000,514182745643.000000,584467532735.000000,878187500.000000
12M 2023,,,61936967483.000000,144163895945.000000,144163895945.000000,144163895945.000000,33731730282.000000,102515786677.000000,1584342317.000000,3091258611.000000,72958959588.000000,419982940903.000000,,4247500.000000,,274505616578.000000,5703616000.000000,280213480078.000000,700196420981.000000,,,82700725864.000000,,,44945725811.000000,1141165352.000000,46086891163.000000,2601931533.000000,12552540911.000000,,,2605597738.000000,2605597738.000000,,9485807802.000000,5170937149.000000,14656744951.000000,4197019568.000000,82700725864.000000,16696966776.000000,343561.000000,,11796660120.000000,3190070182.000000,14986730302.000000,1709892913.000000,16696966776.000000,99397692640.000000,,87818750000.000000,94001250000.000000,417525088872.000000,100000000.000000,417425088872.000000,417525088872.000000,39281115.000000,1414358354.000000,600798728341.000000,700196420981.000000,878187500.000000
12M 2024,,,70585452080.000000,109533311661.000000,109533311661.000000,109533311661.000000,38052877742.000000,134654108026.000000,2427528310.000000,2789374194.000000,67152767257.000000,425195419270.000000,,49896310.000000,7351184856.000000,290340906604.000000,8187177244.000000,305929165014.000000,731124584284.000000,,,96218530389.000000,181712146.000000,,51561450458.000000,707181542.000000,52268632000.000000,3664189819.000000,11775216474.000000,,4600000000.000000,10121846.000000,4610121846.000000,,14639946008.000000,3413717430.000000,18053663438.000000,5664994666.000000,96218530389.000000,15122781250.000000,,,13261644549.000000,117820690.000000,13379465239.000000,1743316011.000000,15122781250.000000,111341311639.000000,,87818750000.000000,94001250000.000000,436253234352.000000,100000000.000000,436153234352.000000,436253234352.000000,72223436.000000,1637814857.000000,619783272645.000000,731124584284.000000,878187500.000000
