Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,-0.06,-3750.59,-0.06,-3750.59,"5,304 B",,,"5,118 B","(6,848 B)"
12M 2009,-0.12,-2660.62,-0.12,-2660.62,"4,088 B",,"4,088 B","3,758 B","(5,127 B)"
12M 2010,-1.15,-366.76,-1.15,-366.76,180 B,"3,904 B","4,084 B","3,979 B",425 B
12M 2011,0.67,659.54,0.67,659.54,163 B,"3,826 B","3,989 B","3,934 B",473 B
12M 2012,0.25,935.43,0.25,935.43,188 B,"3,789 B","3,978 B","3,882 B",452 B
12M 2013,0.47,899.56,0.47,899.56,244 B,"4,068 B","4,312 B","4,170 B",173 B
12M 2014,0.53,998.92,0.53,998.92,270 B,"3,792 B","4,062 B","3,956 B",166 B
12M 2015,0.61,842.87,0.61,842.87,479 B,"3,398 B","3,877 B","3,823 B",(227 B)
12M 2016,0.45,1219.27,0.45,1219.27,562 B,"3,082 B","3,643 B","3,588 B",(260 B)
12M 2017,0.44,1326.00,0.44,1326.00,398 B,"1,416 B",159 B,"1,705 B",(189 B)
12M 2018,0.71,1694.16,0.71,1694.16,281 B,"1,242 B","1,524 B","1,468 B",(80 B)
12M 2019,0.37,1914.56,0.37,1914.56,413 B,"1,418 B","1,830 B",(137 B),290 B
12M 2020,0.27,2024.39,0.27,2024.39,437 B,"1,219 B","1,656 B","1,477 B",60 B
12M 2021,0.84,2628.13,0.84,2628.13,459 B,939 B,"1,398 B",923 B,503 B
12M 2022,0.77,677.72,0.77,677.72,428 B,681 B,"1,109 B",258 B,"1,170 B"
12M 2023,0.58,749.54,0.58,749.54,477 B,448 B,926 B,225 B,"1,318 B"
12M 2024,0.38,810.03,0.38,810.03,372 B,302 B,674 B,51 B,"1,509 B"
