Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,(12 B),(1 B),(13 B),-2.00
12M 2018,(173 B),(5 B),(178 B),-23.14
