Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Bank Jangka Pendek,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Jangka Panjang Dari Pihak Berelasi,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Utang Jangka Panjang Dari Pihak Berelasi,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain Jangka Panjang,Pihak Ketiga,Pihak Berelasi,Total Utang Lain Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,15607709.000000,,2982649.000000,,2982649.000000,2982649.000000,28512.000000,28512.000000,,28512.000000,1857451.000000,1880477.000000,22356798.000000,,3455091.000000,3455091.000000,,3455091.000000,54741336.000000,5848.000000,22130843.000000,80333118.000000,102689916.000000,,,12270801.000000,,572354.000000,,572354.000000,,8456549.000000,124684.000000,,,1279018.000000,,1279018.000000,,174639.000000,174639.000000,1663557.000000,12270801.000000,30148963.000000,,,2799973.000000,19442397.000000,22242370.000000,,,7906593.000000,7906593.000000,,30148963.000000,42419764.000000,,243009.000000,-2237753.000000,46747577.000000,,46747577.000000,46747577.000000,15525352.000000,-8033.000000,60270152.000000,102689916.000000,2750.000000
12M 2021,,,13521647.000000,,6758402.000000,2468209.000000,4290193.000000,6758402.000000,1649726.000000,1649726.000000,,1649726.000000,1369156.000000,3983604.000000,27282535.000000,,4598415.000000,4598415.000000,,4598415.000000,53973006.000000,17690.000000,42811751.000000,101400862.000000,128683397.000000,,,28103827.000000,,4537929.000000,,4537929.000000,,6639119.000000,2647764.000000,,7400345.000000,,6103917.000000,13504262.000000,,486093.000000,486093.000000,288660.000000,28103827.000000,52529617.000000,,21505964.000000,1565303.000000,19442397.000000,42513664.000000,,,9804441.000000,9804441.000000,211512.000000,52529617.000000,80633444.000000,,55400457.000000,-2694047.000000,-11544767.000000,10000.000000,-11554767.000000,-11544767.000000,11197771.000000,-4309461.000000,48049953.000000,128683397.000000,15819142767.000000
12M 2022,,,20396841.000000,,1927685.000000,326052.000000,1601633.000000,1927685.000000,5092.000000,5092.000000,,5092.000000,1217004.000000,22936565.000000,46483187.000000,,6924918.000000,6924918.000000,,6924918.000000,46089433.000000,24123.000000,24280351.000000,77318825.000000,123802012.000000,,,39429428.000000,,6605.000000,,6605.000000,2542750.000000,6300986.000000,156020.000000,,138968.000000,,3794937.000000,3933905.000000,,8136.000000,8136.000000,26481026.000000,39429428.000000,27410374.000000,,641748.000000,,19286450.000000,19928198.000000,,,7297159.000000,7297159.000000,185017.000000,27410374.000000,66839802.000000,,55400457.000000,-2694047.000000,-8883973.000000,20000.000000,-8903973.000000,-8883973.000000,10838232.000000,2301541.000000,56962210.000000,123802012.000000,15819142767.000000
12M 2023,,,21800354.000000,,4651545.000000,2946711.000000,1704834.000000,4651545.000000,553209.000000,553209.000000,,553209.000000,1952416.000000,2153069.000000,31110593.000000,,5922930.000000,5922930.000000,,5922930.000000,46193761.000000,30556.000000,24582488.000000,76729735.000000,107840328.000000,,,13893231.000000,,1637742.000000,,1637742.000000,,8240135.000000,59037.000000,,182342.000000,,3638990.000000,3821332.000000,,6157.000000,6157.000000,128828.000000,13893231.000000,32316654.000000,,749824.000000,,19442397.000000,20192221.000000,,,11937415.000000,11937415.000000,187018.000000,32316654.000000,46209885.000000,,55400457.000000,-5735593.000000,-4893906.000000,20000.000000,-4913906.000000,-4893906.000000,14390304.000000,2469181.000000,61630443.000000,107840328.000000,15819142767.000000
12M 2024,,,24622685.000000,,8376342.000000,8261254.000000,115088.000000,8376342.000000,114421.000000,114421.000000,,114421.000000,3294374.000000,715930.000000,37123752.000000,,6912397.000000,6912397.000000,,6912397.000000,43447388.000000,29971.000000,25369638.000000,75759394.000000,112883146.000000,,,15077879.000000,,663399.000000,,663399.000000,,8365157.000000,252436.000000,,426340.000000,,3638990.000000,4065330.000000,,15218.000000,15218.000000,1716339.000000,15077879.000000,31455915.000000,,706398.000000,,19442397.000000,20148795.000000,,,11072131.000000,11072131.000000,234989.000000,31455915.000000,46533794.000000,,55400457.000000,-5735593.000000,404237.000000,20000.000000,384237.000000,404237.000000,12962640.000000,3317611.000000,66349352.000000,112883146.000000,15819142767.000000
