Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,70406568.43,0.00,0.00,367.79 B,13.37%,30.68%,28.47%,6.18
12M 2021,15.82 B,-10.45,-6.41,2.41,67.69 B,-9.00%,-31.43%,-13.83%,-4.20
12M 2022,15.82 B,2.50,21.20,1.37,378.45 B,2.05%,5.50%,8.29%,2.96
12M 2023,15.82 B,3.85,12.99,1.61,197.39 B,3.66%,8.35%,7.93%,4.19
12M 2024,15.82 B,6.78,6.49,1.37,247.00 B,5.88%,12.43%,8.30%,4.61
