Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Bagian Atas Hasil Bersih Entitas Asosiasi,Final,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,35334946.000000,-20574807.000000,14760139.000000,-2304008.000000,-2888010.000000,584002.000000,-2304008.000000,12456131.000000,-1231945.000000,-2014510.000000,1150327.000000,,-367762.000000,,-1231945.000000,11224186.000000,-117643.000000,11106543.000000,16214238.000000,,16214238.000000,16214238.000000,13282605.000000,2931633.000000,16214238.000000,16214238.000000,13282605.000000,2931633.000000,16214238.000000
12M 2021,30759409.000000,-31485838.000000,-726429.000000,-12373448.000000,-4570608.000000,-7802840.000000,-12373448.000000,-13099877.000000,-2532171.000000,-3119743.000000,958692.000000,-130753.000000,-240367.000000,,-2532171.000000,-15632048.000000,-98901.000000,-15730949.000000,-11914342.000000,-4301428.000000,-16215770.000000,-11914342.000000,-11554767.000000,-359575.000000,-11914342.000000,-16215770.000000,-15856195.000000,-359575.000000,-16215770.000000
12M 2022,41226395.000000,-26693670.000000,14532725.000000,-6865868.000000,-4758066.000000,-2107802.000000,-6865868.000000,7666857.000000,-2458194.000000,-2591307.000000,894899.000000,-423834.000000,-337952.000000,,-2458194.000000,5208663.000000,-82408.000000,5126255.000000,5126255.000000,6611002.000000,11737257.000000,5126255.000000,2660794.000000,2465461.000000,5126255.000000,11737257.000000,9271796.000000,2465461.000000,11737257.000000
12M 2023,32160145.0,-21928388.0,10231757.0,-3038608.0,-4217358.0,1178750.0,-3038608.0,7193149.0,690934.0,-1715199.0,1381644.0,-80677.0,-291120.0,1396286.0,690934.0,7884083.0,-84906.0,7799177.0,7799177.0,-360981.0,7438196.0,7799177.0,3990067.0,3809110.0,7799177.0,7438196.0,3629086.0,3809110.0,7438196.0
12M 2024,32153797.000000,-19919146.000000,12234651.000000,-4299188.000000,-3971395.000000,-327793.000000,-4299188.000000,7935463.000000,-281497.000000,-1723170.000000,1454099.000000,496495.000000,-508921.000000,,-281497.000000,7653966.000000,-110308.000000,7543658.000000,7543658.000000,848430.000000,8392088.000000,7543658.000000,6766322.000000,777336.000000,7543658.000000,8392088.000000,7614752.000000,777336.000000,8392088.000000
