Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,3.62,,1.82
12M 2021,57.45,18.53,29.51,46.47,6.35,4.32,19.7,29.05,0.57,0.57,0.27,0.24,-37.54,-37.54,0.97
12M 2022,37.66,17.71,29.83,25.54,9.69,14.29,20.62,20.89,0.82,0.84,0.33,0.32,5.58,5.58,1.18
12M 2023,37.9,26.8,13.85,50.85,9.63,9.34,13.62,14.82,0.69,0.72,0.27,0.3,1.85,1.85,2.24
12M 2024,74.18,48.19,20.81,101.56,4.92,4.53,7.57,6.15,0.72,0.73,0.29,0.29,1.43,1.43,2.46
