Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Utang Sewa Pembiayaan,Total Utang Lain-Lain,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,13859408303.000000,621449346.000000,621449346.000000,621449346.000000,13075793011.000000,17408421270.000000,44965071930.000000,,4269172535.000000,89820928688.000000,2724074281.000000,4764894361.000000,101579069865.000000,146544141795.000000,,,53672252960.000000,11141787739.000000,19847382628.000000,13199363224.000000,1814144584.000000,,7669574785.000000,,,7669574785.000000,53672252960.000000,45250915559.000000,,19745138157.000000,,19745138157.000000,15340009994.000000,,15340009994.000000,34722633.000000,10131044775.000000,45250915559.000000,98923168519.000000,,31600000000.000000,1262896400.000000,10022255043.000000,1219444746.000000,3516377087.000000,47620973276.000000,146544141795.000000,31600.000000
12M 2019,,,12574431536.000000,,,,12237224104.000000,14867647073.000000,39679302713.000000,,3509208578.000000,82746082883.000000,1796078885.000000,4635800556.000000,92687170902.000000,132366473615.000000,,,48174771222.000000,9371780835.000000,15812915705.000000,11842821573.000000,2821771014.000000,,8325482095.000000,,,8325482095.000000,48174771222.000000,45747771667.000000,,24943865095.000000,,24943865095.000000,12405880626.000000,,12405880626.000000,152913393.000000,8245112553.000000,45747771667.000000,93922542889.000000,,31600000000.000000,1262896400.000000,-1388446981.000000,1107134901.000000,5862346406.000000,38443930726.000000,132366473615.000000,316000000.000000
12M 2020,,,3999753120.000000,,,,8536458448.000000,3381043899.000000,15917255467.000000,,3172097781.000000,77557626215.000000,1296672152.000000,27450051881.000000,109476448029.000000,125393703496.000000,,,43641959887.000000,9725536688.000000,16369776781.000000,7883523890.000000,871179665.000000,,7018354068.000000,120955032.000000,1652633763.000000,8791942863.000000,43641959887.000000,50643254098.000000,,21358874467.000000,7613143277.000000,28972017744.000000,12109116164.000000,114256170.000000,12109116164.000000,315174554.000000,9246945636.000000,50643254098.000000,94285213985.000000,,40803075000.000000,1262896400.000000,-39010676882.000000,742159896.000000,27196778927.000000,30994233341.000000,125279447326.000000,816061500.000000
12M 2021,,,3708544557.000000,,,,5250831064.000000,3714708382.000000,12674084003.000000,,1942089345.000000,67083419407.000000,1271631715.000000,18972057382.000000,89269197849.000000,101943281852.000000,,,42924835363.000000,5944456628.000000,13449798599.000000,13407612752.000000,353663554.000000,,5024508932.000000,336000000.000000,4408794898.000000,9769303830.000000,42924835363.000000,38725802837.000000,,14714574319.000000,3734571939.000000,18449146258.000000,14006616164.000000,508333339.000000,14006616164.000000,395102847.000000,5874937568.000000,38725802837.000000,81650638200.000000,,40803075000.000000,1262896400.000000,-52308719143.000000,483722852.000000,29543335204.000000,19784310313.000000,101434948513.000000,816061500.000000
12M 2022,,,613539234.000000,,,,2822134143.000000,2749702559.000000,6185375936.000000,,1562821774.000000,61769852222.000000,,5206217057.000000,68538891053.000000,74724266989.000000,,,21331101850.000000,,7878106404.000000,8516272842.000000,280266991.000000,,4364788932.000000,291666681.000000,,4656455613.000000,21331101850.000000,40726733335.000000,,8758776731.000000,,8758776731.000000,26825758000.000000,370444624.000000,26825758000.000000,,5142198604.000000,40726733335.000000,62057835185.000000,,40803075000.000000,1262896400.000000,-60930542131.000000,473250622.000000,30687307289.000000,12295987180.000000,74353822365.000000,816061500.000000
12M 2023,,,876683408.000000,,,,1305622898.000000,1018263452.000000,3200569758.000000,,1368231034.000000,60119832476.000000,,1203999182.000000,62692062692.000000,65892632450.000000,,,16463708137.000000,,4215253583.000000,7780927799.000000,102737823.000000,,4364788932.000000,,,4364788932.000000,16463708137.000000,40293810970.000000,,6557142853.000000,,6557142853.000000,28723540656.000000,,28723540656.000000,,5013127461.000000,40293810970.000000,56757519107.000000,,40803075000.000000,1262896400.000000,-64091415968.000000,473250622.000000,30687307289.000000,9135113343.000000,65892632450.000000,816061500.000000
12M 2024,,,445360759.000000,,,,1342539582.000000,1010467518.000000,2798367859.000000,,1034905731.000000,53749426981.000000,,1621991272.000000,56406323984.000000,59204691843.000000,,,16909402108.000000,,4048364725.000000,8393510629.000000,102737822.000000,,4364788932.000000,,,4364788932.000000,16909402108.000000,36677647155.000000,,6557142853.000000,,6557142853.000000,25107376841.000000,,25107376841.000000,,5013127461.000000,36677647155.000000,53587049263.000000,,40803075000.000000,1262896400.000000,-67608794899.000000,473158790.000000,30687307289.000000,5617642580.000000,59204691843.000000,816061500.000000
