Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,227546678419.000000,-92084739508.000000,135461938911.000000,-146955279522.000000,-121285115117.000000,-25670164405.000000,-146955279522.000000,-11493340611.000000,-523562772.000000,-4317630330.000000,3794067558.000000,-523562772.000000,-12016903383.000000,-238718032.000000,-12255621415.000000,4191791009.000000,,4191791009.000000,-8063830406.000000,-12255621415.000000,-12115318071.000000,-140303344.000000,-12255621415.000000,-8063830406.000000,-7958810070.000000,-105020336.000000,-8063830406.000000
12M 2019,202243724680.000000,-83487432390.000000,118756292290.000000,-127026874436.000000,-102501414930.000000,-24525459506.000000,-127026874436.000000,-8270582146.000000,-3221373121.000000,-4144629160.000000,923256039.000000,-3221373121.000000,-11491955267.000000,-79887858.000000,-11571843125.000000,2394800575.000000,,2394800575.000000,-9177042550.000000,-11571843125.000000,-11410702024.000000,-161141101.000000,-11571843125.000000,-9177042550.000000,-9064732705.000000,-112309845.000000,-9177042550.000000
12M 2020,77316577237.000000,-34768114928.000000,42548462309.000000,-71759349273.000000,-55075644232.000000,-16683705041.000000,-71759349273.000000,-29210886964.000000,-8132490630.000000,-4125551803.000000,-4006938827.000000,-8132490630.000000,-37343377594.000000,-587229390.000000,-37930606984.000000,-1222005135.000000,,-1222005135.000000,-39152612119.000000,-37930606984.000000,-37622229901.000000,-308377083.000000,-37930606984.000000,-39152612119.000000,-38787637114.000000,-364975005.000000,-39152612119.000000
12M 2021,61504899366.000000,-27511086351.000000,33993813015.000000,-51855439626.000000,-39814833518.000000,-12040606108.000000,-51855439626.000000,-17861626611.000000,4873306536.000000,-3647564391.000000,8520870927.000000,4873306536.000000,-12988320075.000000,-568159230.000000,-13556479305.000000,2346556277.000000,,2346556277.000000,-11209923028.000000,-13556479305.000000,-13298042261.000000,-258437044.000000,-13556479305.000000,-11209923028.000000,-10951485984.000000,-258437044.000000,-11209923028.000000
12M 2022,51673656616.0,-23976279161.0,27697377455.0,-35744950521.0,-28069691683.0,-7675258838.0,-35744950521.0,-8047573066.0,-923216221.0,-1190841998.0,267625777.0,-923216221.0,-8970789287.0,338494069.0,-8632295218.0,1143972085.0,1143972085.0,1143972085.0,-7488323133.0,-8632295218.0,-8621822988.0,-10472230.0,-8632295218.0,-7488323133.0,-7477850903.0,-10472230.0,-7488323133.0
12M 2023,4077349014.000000,-1630391754.000000,2446957260.000000,-5019279641.000000,-3282116228.000000,-1737163413.000000,-5019279641.000000,-2572322381.000000,-393960716.000000,-393960310.000000,-406.000000,-393960716.000000,-2966283097.000000,-194590740.000000,-3160873837.000000,,,,-3160873837.000000,-3160873837.000000,-3160873837.000000,,-3160873837.000000,-3160873837.000000,-3160873837.000000,,-3160873837.000000
12M 2024,1919278674.000000,-738333683.000000,1180944991.000000,-3828153957.000000,-2564193156.000000,-1263960801.000000,-3828153957.000000,-2647208966.000000,-536936494.000000,,-536936494.000000,-536936494.000000,-3184145460.000000,-333325303.000000,-3517470763.000000,,,,-3517470763.000000,-3517470763.000000,-3517378931.000000,-91832.000000,-3517470763.000000,-3517470763.000000,-3517378931.000000,-91832.000000,-3517470763.000000
