Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,16 B,(1 B),15 B,7672735.77
12M 2019,15 B,(0 B),15 B,7517245.65
12M 2020,(4 B),(0 B),(4 B),-140213.20
12M 2021,(10 B),(0 B),(10 B),-13.48
12M 2022,4 B,(0 B),4 B,4.38
12M 2023,36 B,(3 B),33 B,40.33
12M 2024,28 B,(3 B),25 B,31.16
