Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,692635.85,0.00,0.00,,6.48%,22.76%,55.97%,23.74
12M 2022,0.00 B,102933.53,0.00,0.00,,4.51%,7.32%,14.32%,71.82
12M 2023,1.54 B,2.88,16.67,0.24,,6.05%,6.30%,10.19%,33.02
12M 2024,1.55 B,1.66,29.52,0.11,,1.34%,3.60%,7.81%,15.40
