Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,1.04,0.66,0.0,3.51,0.0,0.0,-1.05,0.0,2.51
12M 2022,2.4,1.85,0.0,1.62,0.0,0.0,-0.86,0.0,0.62
12M 2023,48.68,44.1,0.0,1.04,0.0,0.0,-0.53,0.0,0.04
12M 2024,1.49,1.1,0.37,2.7,0.0,0.0,0.1,0.14,1.45
