Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Aset Tetap,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tak Berwujud,Properti Investasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Pinjaman Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Others,Total Utang Pajak,Beban Akrual,Liabilitas Keuangan Lainnya,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Lain Jangka Panjang,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Utang Sewa Pembiayaan,Liabilitas Pajak Tangguhan,Utang Lain Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,45468178000.000000,68380147000.000000,46626309000.000000,21753838000.000000,68380147000.000000,9043154000.000000,9043154000.000000,,9043154000.000000,99810994000.000000,11813623000.000000,234516096000.000000,,15666935000.000000,,298090722000.000000,,,,,20822875000.000000,3599468000.000000,338180000000.000000,572696096000.000000,,,235476265000.000000,116367000000.000000,,5534518000.000000,41158772000.000000,46693290000.000000,,410000000.000000,3273251000.000000,3683251000.000000,,815395000.000000,815395000.000000,42777771000.000000,352798000.000000,,2896201000.000000,21890559000.000000,,24786760000.000000,,235476265000.000000,170743702000.000000,,,,,2168525000.000000,167322167000.000000,1253010000.000000,170743702000.000000,406219967000.000000,,120022190000.000000,424515000.000000,50719926000.000000,217458000.000000,50502468000.000000,50719926000.000000,,-4690502000.000000,166476129000.000000,572696096000.000000,1200221900.000000
12M 2019,,,96814172000.000000,79510339000.000000,43224633000.000000,36285706000.000000,79510339000.000000,67267000.000000,,67267000.000000,67267000.000000,133710534000.000000,25334342000.000000,335436654000.000000,,17936009000.000000,,299963921000.000000,13701628000.000000,13701628000.000000,13701628000.000000,177893000.000000,19955069000.000000,4153099000.000000,355887619000.000000,691324273000.000000,,,255078846000.000000,168155562000.000000,,10722208000.000000,9479425000.000000,20201633000.000000,,,3274727000.000000,3274727000.000000,,3177153000.000000,3177153000.000000,43737518000.000000,1306643000.000000,,5212875000.000000,10012735000.000000,,15225610000.000000,,255078846000.000000,105079085000.000000,,919760000.000000,919760000.000000,13466594000.000000,2773511000.000000,86280979000.000000,1638241000.000000,105079085000.000000,360157931000.000000,,180822190000.000000,81670488000.000000,73364166000.000000,3417458000.000000,69946708000.000000,73364166000.000000,,-4690502000.000000,331166342000.000000,691324273000.000000,1808221900.000000
12M 2020,,,115461510000.000000,107559130000.000000,61722374000.000000,45836756000.000000,107559130000.000000,,,,,98641739000.000000,48418329000.000000,370080708000.000000,,18585287000.000000,34211000.000000,376082472000.000000,8459541000.000000,8459541000.000000,8459541000.000000,216302000.000000,19087262000.000000,3968970000.000000,426434045000.000000,796514753000.000000,,,376965310000.000000,169260123000.000000,,8737516000.000000,29803998000.000000,38541514000.000000,,,,,733937000.000000,,733937000.000000,26570400000.000000,13123198000.000000,,9856715000.000000,113787334000.000000,,123644049000.000000,5092089000.000000,376965310000.000000,111670889000.000000,,,,27786030000.000000,,81130047000.000000,2754812000.000000,111670889000.000000,488636199000.000000,,180822190000.000000,81670488000.000000,50076378000.000000,7946306000.000000,42130072000.000000,50076378000.000000,,-4690502000.000000,307878554000.000000,796514753000.000000,1808221900.000000
12M 2021,,,62563576000.000000,117157185000.000000,70772072000.000000,46385113000.000000,117157185000.000000,,,,,143204149000.000000,37374474000.000000,360299384000.000000,,22799194000.000000,,479411375000.000000,5354954000.000000,5354954000.000000,5354954000.000000,181874000.000000,18219455000.000000,4465562000.000000,530432414000.000000,890731798000.000000,,,426642689000.000000,277198609000.000000,,4867907000.000000,21593737000.000000,26461644000.000000,,,,,5729438000.000000,,5729438000.000000,35526136000.000000,12765750000.000000,,12281536000.000000,48509788000.000000,,60791324000.000000,8169788000.000000,426642689000.000000,129367634000.000000,,,,15827554000.000000,2385124000.000000,107256555000.000000,3898401000.000000,129367634000.000000,556010323000.000000,,180822190000.000000,81670488000.000000,76919299000.000000,12475154000.000000,64444145000.000000,76919299000.000000,,-4690502000.000000,334721475000.000000,890731798000.000000,1808221900.000000
12M 2022,,,81095898000.000000,128151905000.000000,72884051000.000000,55267854000.000000,128151905000.000000,,,,,177787717000.000000,49972354000.000000,437007874000.000000,,17318590000.000000,6104406000.000000,513404791000.000000,2959155000.000000,2959155000.000000,2959155000.000000,147445000.000000,17351648000.000000,5278068000.000000,562564103000.000000,999571977000.000000,,,593907969000.000000,411343140000.000000,,10007202000.000000,59325505000.000000,69332707000.000000,,,,,654667000.000000,,654667000.000000,39528639000.000000,4619895000.000000,,15801228000.000000,40782631000.000000,,56583859000.000000,11845062000.000000,593907969000.000000,112505069000.000000,,,,25244510000.000000,,83392091000.000000,3868468000.000000,112505069000.000000,706413038000.000000,,180822190000.000000,81670488000.000000,35356763000.000000,13410867000.000000,21945896000.000000,35356763000.000000,,-4690502000.000000,293158939000.000000,999571977000.000000,1808221900.000000
12M 2023,,,116603778000.000000,154084296000.000000,98141287000.000000,55943009000.000000,154084296000.000000,,,,,131231114000.000000,47621625000.000000,449540813000.000000,,11927669000.000000,13069938000.000000,498336029000.000000,2959155000.000000,2959155000.000000,2959155000.000000,123778000.000000,16483841000.000000,5685491000.000000,548585901000.000000,998126714000.000000,,,674130934000.000000,521325673000.000000,,1254090000.000000,12695253000.000000,13949343000.000000,,,,,3253553000.000000,,3253553000.000000,35440849000.000000,32852268000.000000,,15489410000.000000,41175967000.000000,,56665377000.000000,10643871000.000000,674130934000.000000,59183976000.000000,,,,9249600000.000000,,45288051000.000000,4646325000.000000,59183976000.000000,733314910000.000000,,180822190000.000000,81670488000.000000,7009628000.000000,13410867000.000000,-6401239000.000000,7009628000.000000,,-4690502000.000000,264811804000.000000,998126714000.000000,1808221900.000000
12M 2024,,,74644141000.000000,160738403000.000000,119895387000.000000,40843016000.000000,160738403000.000000,,,,,133786457000.000000,39843756000.000000,409012757000.000000,,21630970000.000000,26555449000.000000,453772399000.000000,111770903000.000000,111770903000.000000,111770903000.000000,,,3626049000.000000,617355770000.000000,1026368527000.000000,,,685380653000.000000,545572014000.000000,,4015436000.000000,17797146000.000000,21812582000.000000,,,,,12747247000.000000,,12747247000.000000,3517171000.000000,44336545000.000000,,13391372000.000000,33474014000.000000,,46865386000.000000,10529708000.000000,685380653000.000000,27918478000.000000,,,,9235428000.000000,,13144663000.000000,5538387000.000000,27918478000.000000,713299131000.000000,,180822190000.000000,81670488000.000000,55267220000.000000,13410867000.000000,41856353000.000000,55267220000.000000,,-4690502000.000000,313069396000.000000,1026368527000.000000,1808221900.000000
