Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,53 B,(109 B),(57 B),-47.09
12M 2019,(70 B),(25 B),(95 B),-52.37
12M 2020,10 B,(97 B),(87 B),-47.96
12M 2021,19 B,(130 B),(111 B),-61.56
12M 2022,31 B,(80 B),(49 B),-27.13
12M 2023,9 B,(42 B),(33 B),-18.21
12M 2024,(4 B),(19 B),(23 B),-12.78
