Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.98,50.92,1.09,45.95,4 B,78 B,81 B,79 B,(9 B)
12M 2009,0.87,57.42,0.93,53.64,1 B,55 B,57 B,53 B,(16 B)
12M 2010,0.85,58.71,0.89,56.12,8 B,37 B,44 B,41 B,20 B
12M 2011,0.88,68.95,0.90,67.86,5 B,30 B,35 B,23 B,4 B
12M 2012,0.75,70.57,0.77,69.13,16 B,2 B,18 B,13 B,20 B
12M 2013,0.78,66.77,0.80,65.22,27 B,,27 B,23 B,45 B
12M 2014,1.01,97.85,1.03,96.48,5 B,,5 B,(8 B),69 B
12M 2015,0.52,98.71,0.52,97.33,5 B,,5 B,(8 B),69 B
12M 2016,0.49,101.63,0.50,100.26,29 B,,29 B,12 B,67 B
12M 2017,2.31,233.74,2.31,233.74,,,,(204 B),279 B
12M 2018,2.74,218.81,2.74,218.81,,,,(164 B),251 B
12M 2019,2.74,195.05,2.74,195.05,,,,(77 B),222 B
12M 2020,2.71,164.43,2.71,164.43,57 B,,57 B,34 B,148 B
12M 2021,5.62,73.73,5.62,73.73,177 B,,177 B,147 B,27 B
12M 2022,32.14,12.26,32.14,12.26,187 B,,187 B,177 B,(48 B)
12M 2023,51.05,2.37,88.97,1.36,130 B,,130 B,118 B,(70 B)
12M 2024,-1.92,-64.04,-1.89,-64.96,146 B,,146 B,144 B,(235 B)
