Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,147186890849.000000,-76186119362.000000,71000771487.000000,-20554326340.000000,-20554326340.000000,-20554326340.000000,50446445147.000000,-38603795397.000000,-34887226885.000000,-3716568512.000000,-38603795397.000000,11842649750.000000,-4054471361.000000,,-4054471361.000000,-4054471361.000000,7788178389.000000,-111355564.000000,7676822825.000000,7788178389.000000,7788178389.000000,,7788178389.000000,7676822825.000000,7676822825.000000,,7676822825.000000
12M 2022,215876144768.000000,-116815728000.000000,99060416768.000000,-33213109954.000000,-33213109954.000000,-33213109954.000000,65847306814.000000,-39116772620.000000,-33813647878.000000,-5303124742.000000,-39116772620.000000,26730534194.000000,-10896706735.000000,,-10896706735.000000,-10896706735.000000,15833827459.000000,-472688092.000000,15361139367.000000,15833827459.000000,15834397481.000000,-570022.000000,15833827459.000000,15361139367.000000,15361709389.000000,-570022.000000,15361139367.000000
12M 2023,344916761385.0,-187120828454.0,157795932931.0,-48491742136.0,-48491742136.0,-48491742136.0,109304190795.0,-63712374777.0,-56698233655.0,-7014141122.0,-63712374777.0,45591816018.0,-12159653774.0,-301657259.0,-11857996515.0,-12159653774.0,33432162244.0,-305909434.0,33126252810.0,33432162244.0,33421456238.0,10706006.0,33432162244.0,33126252810.0,33115546804.0,10706006.0,33126252810.0
12M 2024,428929469152.0,-247488925796.0,181440543356.0,-55333208924.0,-55333208924.0,-55333208924.0,126107334432.0,-69637836939.0,-55068108541.0,-14569728398.0,-69637836939.0,56469497493.0,-16992158361.0,-2253961889.0,-14738196472.0,-16992158361.0,39477339132.0,-1240112311.0,38237226821.0,39477339132.0,39422804844.0,54534288.0,39477339132.0,38237226821.0,38182692533.0,54534288.0,38237226821.0
