Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,0.41,0.38,1.11,4.62,0.0,0.0,1.08,0.24,3.62
12M 2022,0.63,0.56,0.21,3.49,0.0,0.0,0.16,0.06,2.49
12M 2023,1.0,0.93,0.44,3.34,0.0,0.0,0.38,0.13,2.34
12M 2024,1.18,1.1,0.35,3.09,0.0,0.0,0.32,0.11,2.09
