Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.67 B,11.70,0.00,0.00,67.84 B,1.76%,8.15%,31.06%,1.45
12M 2022,1.52 B,10.45,0.00,0.00,92.45 B,2.31%,8.08%,14.76%,1.95
12M 2023,1.89 B,17.64,18.37,1.78,145.57 B,3.55%,11.85%,15.75%,1.93
12M 2024,1.89 B,20.81,5.57,0.51,162.84 B,3.98%,12.31%,15.32%,2.29
