Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,-0.36,-2492.67,-0.36,-2492.67,18 B,210 B,228 B,227 B,(51 B)
12M 2009,-0.38,-2349.20,-0.38,-2349.20,14 B,179 B,193 B,11 B,(48 B)
12M 2010,-0.40,-2242.77,-0.40,-2242.77,21 B,159 B,181 B,178 B,(52 B)
12M 2011,-0.41,-2214.43,-0.41,-2214.43,42 B,139 B,181 B,178 B,(66 B)
12M 2012,-0.41,-2183.93,-0.41,-2183.93,31 B,127 B,158 B,152 B,(70 B)
12M 2013,-0.30,-2371.72,-0.30,-2371.72,40 B,133 B,173 B,161 B,(85 B)
12M 2014,-0.31,-2254.87,-0.31,-2254.87,42 B,197 B,239 B,229 B,(7 B)
12M 2015,-0.15,-2348.98,-0.15,-2348.98,42 B,195 B,237 B,210 B,(6 B)
12M 2016,-1.22,-159.78,-1.22,-159.78,34 B,77 B,111 B,93 B,(10 B)
12M 2017,-0.50,-139.17,-0.50,-139.17,33 B,66 B,99 B,81 B,(12 B)
12M 2018,-0.42,-132.93,-0.42,-132.93,25 B,71 B,96 B,91 B,80 B
12M 2019,0.47,106.03,0.47,106.03,0 B,97 B,97 B,93 B,27 B
12M 2020,1.03,48.44,1.03,48.44,1 B,103 B,104 B,101 B,(3 B)
12M 2021,15.95,15.42,19.10,12.88,2 B,104 B,106 B,105 B,(25 B)
12M 2022,0.82,142.34,0.84,139.93,2 B,107 B,110 B,108 B,(24 B)
12M 2023,0.69,131.12,0.70,128.84,7 B,80 B,87 B,86 B,(53 B)
12M 2024,0.80,108.15,0.83,104.62,8 B,84 B,91 B,90 B,(65 B)
