Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,8 B,(90 B),(82 B),-820095.73
12M 2020,22 B,(21 B),1 B,5115.90
12M 2021,(3 B),(30 B),(33 B),-164940.01
12M 2022,17 B,(73 B),(56 B),-22.51
12M 2023,68 B,(60 B),8 B,2.71
12M 2024,37 B,(186 B),(149 B),-48.74
