Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2019,1.9,0.87,0.26,1.51,0.0,0.0,0.24,0.17,0.51
12M 2020,2.29,0.81,0.24,1.44,0.0,0.0,0.23,0.17,0.44
12M 2021,3.36,0.92,0.12,1.25,0.0,0.0,0.11,0.09,0.25
12M 2022,4.0,2.11,0.17,1.27,0.0,0.0,-0.04,0.13,0.27
12M 2023,4.59,2.38,0.04,1.21,0.0,0.0,0.1,0.1,0.21
12M 2024,1.48,0.77,0.39,1.5,0.0,0.0,0.37,0.26,0.5
