Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,12626236.14,0.00,0.00,5.07 B,50.99%,87.54%,131.88%,1181.95
12M 2021,0.00 B,14309343.58,0.00,0.00,5.99 B,48.14%,81.76%,75.60%,620.22
12M 2022,0.00 B,8152257.67,0.00,0.00,4.61 B,1.46%,32.56%,37.56%,181.47
12M 2023,2.03 B,1.69,0.00,0.00,18.86 B,1.53%,2.11%,7.31%,2.41
12M 2024,2.54 B,3.01,66.45,9.02,24.76 B,2.64%,3.29%,5.41%,3.28
