Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Persediaan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,308022796.000000,170130700.000000,170130700.000000,170130700.000000,249669297.000000,65054420.000000,792877213.000000,,10025000.000000,24509530015.000000,2458333333.000000,26977888348.000000,27770765561.000000,,,3178880524.000000,464492453.000000,520808678.000000,119934456.000000,,1450136037.000000,100000000.000000,1550136037.000000,523508900.000000,3178880524.000000,26276076592.000000,,15083307948.000000,2400000000.000000,17483307948.000000,141067234.000000,8651701410.000000,26276076592.000000,29454957116.000000,,450000000.000000,,-2134191555.000000,,,-2134191555.000000,,,-1684191555.000000,27770765561.000000,900.000000
12M 2021,,,293950634.000000,84992559.000000,84992559.000000,84992559.000000,261933934.000000,169159020.000000,810036147.000000,,328642533.000000,27682173907.000000,2358333333.000000,30369149773.000000,31179185920.000000,,,3219446295.000000,531165875.000000,659589877.000000,149546804.000000,,1005940739.000000,100000000.000000,1105940739.000000,773203000.000000,3219446295.000000,30086505350.000000,,15502428519.000000,2300000000.000000,17802428519.000000,206434933.000000,12077641898.000000,30086505350.000000,33305951645.000000,,450000000.000000,,-2480477931.000000,,,-2480477931.000000,,-96287794.000000,-2126765725.000000,31179185920.000000,900.000000
12M 2022,,,54751850.000000,127358116.000000,127358116.000000,127358116.000000,570083840.000000,162265091.000000,914458897.000000,,570530472.000000,30762538219.000000,2258333333.000000,33591402024.000000,34505860921.000000,,,3592221837.000000,854736245.000000,453220996.000000,156968524.000000,,1259341069.000000,100000000.000000,1359341069.000000,767955003.000000,3592221837.000000,31620475754.000000,,14247835776.000000,2200000000.000000,16447835776.000000,283905588.000000,14888734390.000000,31620475754.000000,35212697591.000000,,450000000.000000,,-1118973526.000000,,,-1118973526.000000,,-37863144.000000,-706836670.000000,34505860921.000000,900.000000
12M 2023,,,606573516.000000,137273282.000000,137273282.000000,137273282.000000,546584504.000000,2274710757.000000,3565142059.000000,,564509924.000000,67260283047.000000,2158333333.000000,69983126304.000000,73548268363.000000,,,5318298334.000000,737690712.000000,572167687.000000,353356213.000000,,2053869197.000000,,2053869197.000000,1601214525.000000,5318298334.000000,15452364013.000000,,12213966578.000000,,12213966578.000000,1755351768.000000,1483045667.000000,15452364013.000000,20770662347.000000,,20000000000.000000,,151585997.000000,,,151585997.000000,,32626020019.000000,52777606016.000000,73548268363.000000,800000000.000000
12M 2024,,,3604180842.000000,176331912.000000,176331912.000000,176331912.000000,1379082594.000000,1329051348.000000,6488646696.000000,,1170037156.000000,85000286285.000000,3178010492.000000,89348333933.000000,95836980629.000000,,,6232556390.000000,737760729.000000,526745157.000000,334370456.000000,,3826954346.000000,,3826954346.000000,806725702.000000,6232556390.000000,15308258901.000000,,12198966281.000000,,12198966281.000000,1369138316.000000,1740154304.000000,15308258901.000000,21540815291.000000,,25000000000.000000,13318507863.000000,3375953405.000000,30000000.000000,3345953405.000000,3375953405.000000,,32601704070.000000,74296165338.000000,95836980629.000000,1000000000.000000
