Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,-960003.84,-0.00,0.00,0.63 B,-3.11%,51.30%,-3.00%,-0.88
12M 2021,0.00 B,-384762.64,-0.00,0.00,1.62 B,-1.11%,16.28%,0.93%,0.60
12M 2022,0.00 B,1512782.67,0.00,0.00,4.72 B,3.95%,-192.62%,9.04%,2.92
12M 2023,0.80 B,1.59,0.00,0.00,6.34 B,1.73%,2.41%,8.12%,2.41
12M 2024,1.00 B,3.22,15.53,1.72,7.02 B,3.36%,4.34%,5.53%,4.82
