Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,0.25,0.17,-9.82,-16.49,-0.0,0.0,-9.63,0.6,-17.49
12M 2021,0.25,0.17,-7.76,-14.66,-0.0,0.0,-7.62,0.53,-15.66
12M 2022,0.25,0.1,-21.94,-48.82,-0.0,0.0,-21.86,0.45,-49.82
12M 2023,0.67,0.57,0.27,1.39,0.0,0.0,0.26,0.19,0.39
12M 2024,1.04,0.82,0.22,1.29,0.0,0.0,0.17,0.17,0.29
