Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,,,0.95
12M 2021,110.45,,100.53,,3.3,,,,,,0.08,,1.26,,1.06
12M 2022,8.23,,16.91,,44.38,,,,5236.63,,0.94,,1.09,,4.51
12M 2023,3.59,,35.75,,101.53,307.79,,,53.54,54.05,0.7,1.23,1.28,1.28,2.08
12M 2024,14.76,,26.07,,24.74,16.32,,,28.73,15.42,1.98,1.46,4.43,4.43,1.56
