Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(1 B),(7 B),(8 B),-1509422.89
12M 2021,24 B,(0 B),24 B,4870955.05
12M 2022,(47 B),(0 B),(48 B),-339785.47
12M 2023,(22 B),(4 B),(26 B),-185457.56
12M 2024,(229 B),(66 B),(295 B),-1688195.37
