Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,-29238.60,-0.00,0.00,(0.16 B),-0.17%,-3.08%,-6.76%,
12M 2021,0.00 B,74068.76,0.00,0.00,0.42 B,0.28%,7.24%,3.30%,
12M 2022,0.00 B,59384.45,0.00,0.00,9.56 B,3.92%,5.60%,8.91%,3.32
12M 2023,0.00 B,17736.71,0.00,0.00,5.60 B,0.88%,1.61%,1.99%,0.88
12M 2024,0.00 B,116259.24,0.00,0.00,40.86 B,2.57%,5.69%,12.82%,6.05
