Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Piutang Lain-Lain,Properti Investasi,Tanaman Perkebunan,Tanaman Telah Menghasilkan,Tanaman Belum Menghasilkan,Pembibitan,Total Tanaman Perkebunan,Aset Pajak Tangguhan,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Pihak Berelasi,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Jangka Panjang Dari Pihak Berelasi,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,27186232247.000000,4147591171.000000,4147591171.000000,4147591171.000000,5163495430.000000,5163495430.000000,5163495430.000000,24864026956.000000,130032084713.000000,191393430517.000000,,13465475866.000000,,679351000.000000,699293239456.000000,368209384024.000000,324534645340.000000,6549210092.000000,699293239456.000000,4484822058.000000,14674920921.000000,444567126672.000000,1177164935973.000000,1368558366490.000000,,,164705244647.000000,,,34353257304.000000,34353257304.000000,1792609088.000000,2123232091.000000,13002737974.000000,,,112405025780.000000,1026482410.000000,113431508190.000000,1900000.000000,164705244647.000000,738953072547.000000,83950882933.000000,27271424803.000000,,585196865204.000000,901032121.000000,586097897325.000000,41632867486.000000,738953072547.000000,903658317194.000000,,164000000000.000000,-263256896154.000000,564141945450.000000,,,564141945450.000000,15000000.000000,,464900049296.000000,1368558366490.000000,1640000000.000000
12M 2020,,,41851641273.000000,5817799383.000000,5817799383.000000,5817799383.000000,2407505849.000000,2407505849.000000,2407505849.000000,19796009973.000000,131932791063.000000,201805747541.000000,,25517138917.000000,1755177464.000000,679351000.000000,701842393259.000000,572390085800.000000,123829368991.000000,5622938468.000000,701842393259.000000,2872761357.000000,14674920921.000000,449421030838.000000,1196762773756.000000,1398568521297.000000,,,263993971896.000000,,,32796958272.000000,32796958272.000000,18409512513.000000,15525997858.000000,10666144168.000000,,,184917846252.000000,1663537833.000000,186581384085.000000,13975000.000000,263993971896.000000,562293079935.000000,33225000000.000000,19680715695.000000,,448431018838.000000,1211026838.000000,449642045676.000000,59745318564.000000,562293079935.000000,826287051831.000000,,205000000000.000000,-259618166987.000000,626884636453.000000,,,626884636453.000000,15000000.000000,,572281469466.000000,1398568521297.000000,2050000000.000000
12M 2021,,,365501446520.000000,7746858586.000000,7746858586.000000,7746858586.000000,4224360931.000000,4224360931.000000,4224360931.000000,24918628687.000000,166934855408.000000,569326150132.000000,,2848818098.000000,1603999271.000000,679351000.000000,705527581176.000000,545192505277.000000,151360199689.000000,8974876210.000000,705527581176.000000,,14674920921.000000,458580029411.000000,1183914699877.000000,1753240850009.000000,,,263343709203.000000,100000000000.000000,,22327732116.000000,22327732116.000000,10257540633.000000,41372656493.000000,10206243260.000000,,,76471400841.000000,2700585860.000000,79171986701.000000,7550000.000000,263343709203.000000,708604281341.000000,33225000000.000000,36830991830.000000,,585882000000.000000,1569225922.000000,587451225922.000000,51097063589.000000,708604281341.000000,971947990544.000000,,205000000000.000000,-259618166987.000000,835896026452.000000,,,835896026452.000000,15000000.000000,,781292859465.000000,1753240850009.000000,2050000000.000000
12M 2022,,,263734075819.000000,13975631725.000000,13975631725.000000,13975631725.000000,3976029529.000000,3976029529.000000,3976029529.000000,36773035909.000000,184068897435.000000,502527670417.000000,,11673450599.000000,,679351000.000000,718589648021.000000,535230750368.000000,172854629765.000000,10504267888.000000,718589648021.000000,,14674920921.000000,587108956080.000000,1332726326621.000000,1835253997038.000000,,,251246911231.000000,50000000000.000000,,47226186261.000000,47226186261.000000,12772370533.000000,37638634875.000000,12527075584.000000,,,85850000000.000000,5232643978.000000,91082643978.000000,,251246911231.000000,620895204768.000000,33225000000.000000,33783062702.000000,,500032000000.000000,3581781007.000000,503613781007.000000,50273361059.000000,620895204768.000000,872142115999.000000,,205000000000.000000,-259618166987.000000,1017715048026.000000,2600000000.000000,1015115048026.000000,1017715048026.000000,15000000.000000,,963111881039.000000,1835253997038.000000,2050000000.000000
12M 2023,,,25365337414.000000,6981505890.000000,6981505890.000000,6981505890.000000,3828011922.000000,3828011922.000000,3828011922.000000,68979274760.000000,218604186150.000000,323758316136.000000,,5456722203.000000,,679351000.000000,737760312172.000000,518379637128.000000,205510701264.000000,13869973780.000000,737760312172.000000,,14674920921.000000,760528008411.000000,1519099314707.000000,1842857630843.000000,,,187487043502.000000,,,43342397772.000000,43342397772.000000,23831942783.000000,6731586016.000000,12698225603.000000,5178070253.000000,,85950000000.000000,5404755325.000000,91354755325.000000,4350065750.000000,187487043502.000000,540199032259.000000,33225000000.000000,39805844940.000000,,414082000000.000000,3909399612.000000,417991399612.000000,49176787707.000000,540199032259.000000,727686075761.000000,,205000000000.000000,-259618166987.000000,1169774722069.000000,5100000000.000000,1164674722069.000000,1169774722069.000000,15000000.000000,,1115171555082.000000,1842857630843.000000,2050000000.000000
12M 2024,,,133268350836.000000,18368783832.000000,18368783832.000000,18368783832.000000,4717355276.000000,4717355276.000000,4717355276.000000,41838859541.000000,265082317261.000000,463275666746.000000,,11948688526.000000,,679351000.000000,751636481085.000000,560727925482.000000,175901646096.000000,15006909507.000000,751636481085.000000,,14674920921.000000,1009049404804.000000,1787988846336.000000,2251264513082.000000,,,250757108570.000000,,,50587453948.000000,50587453948.000000,29255935702.000000,16324661648.000000,14557865610.000000,94705.000000,,134200000000.000000,4732605497.000000,138932605497.000000,1098491460.000000,250757108570.000000,701962151164.000000,33225000000.000000,56983103825.000000,,551825000000.000000,2819317962.000000,554644317962.000000,57109729377.000000,701962151164.000000,952719259734.000000,,205000000000.000000,-259618166987.000000,1353148420335.000000,6600000000.000000,1346548420335.000000,1353148420335.000000,15000000.000000,,1298545253348.000000,2251264513082.000000,2050000000.000000
