Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,158 B,(176 B),(19 B),-11.29
12M 2020,240 B,(72 B),168 B,82.02
12M 2021,390 B,(79 B),311 B,151.79
12M 2022,401 B,(230 B),171 B,83.63
12M 2023,192 B,(238 B),(46 B),-22.26
12M 2024,333 B,(298 B),34 B,16.83
