Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,-0.48,,0.68
12M 2021,63.91,215.82,151.02,128.71,5.71,,1.69,,1.3,,0.26,,-0.48,,0.59
12M 2022,107.41,111.48,92.09,126.8,3.4,,3.27,,4.01,,0.79,,-17.11,,0.94
12M 2023,137.52,107.16,72.0,172.68,2.65,5.57,3.41,5.98,1.34,1.56,0.38,0.48,0.47,0.47,16.33
12M 2024,234.8,117.42,77.51,274.71,1.55,1.82,3.11,3.02,0.36,0.36,0.12,0.13,0.3,0.3,9.62
