Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Beban Karyawan,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,6089056685.000000,-4097616083.000000,1991440602.000000,-4264291422.000000,-1200424509.000000,-2888743944.000000,-175122969.000000,,,-4264291422.000000,-2272850820.000000,-5321194489.000000,506803.000000,-5321701292.000000,,,-5321194489.000000,-7594045309.000000,135208962.000000,,143978108.000000,-8769146.000000,135208962.000000,-7458836347.000000,,,,-7458836347.000000,-7458836347.000000,-6834869379.000000,-623966968.000000,-7458836347.000000,-7458836347.000000,-6834869379.000000,-623966968.000000,-7458836347.000000
12M 2021,10125568270.000000,-3903579520.000000,6221988750.000000,-4609766427.000000,-1308586750.000000,-3108933330.000000,-192246347.000000,,,-4609766427.000000,1612222323.000000,-8482618321.000000,181227.000000,-8482799548.000000,,,-8482618321.000000,-6870395998.000000,-362900446.000000,-742357.000000,-362158089.000000,,-362900446.000000,-7233296444.000000,-5253797.000000,-5253797.000000,-5253797.000000,-7238550241.000000,-7233296444.000000,-7158926137.000000,-74370307.000000,-7233296444.000000,-7238550241.000000,-7165672246.000000,-72877995.000000,-7238550241.000000
12M 2022,30937826688.000000,-10205358312.000000,20732468376.000000,-7135827077.000000,-2645801067.000000,-4124884191.000000,-365141819.000000,,,-7135827077.000000,13596641299.000000,-4337001732.000000,423254.000000,-4337424986.000000,,,-4337001732.000000,9259639567.000000,-3106094635.000000,-3149519182.000000,43424547.000000,,-3106094635.000000,6153544932.000000,-4771035.000000,-4771035.000000,-4771035.000000,6148773897.000000,6153544932.000000,4556617094.000000,1596927838.000000,6153544932.000000,6148773897.000000,4549523941.000000,1599249956.000000,6148773897.000000
12M 2023,39284095739.000000,-14640033236.000000,24644062503.000000,-26943893500.000000,,-13779273105.000000,-13164620395.000000,,,-26943893500.000000,-2299830997.000000,14150077050.000000,188959660.000000,-658965755.000000,-6954165.000000,14627037310.000000,14150077050.000000,11850246053.000000,-871321013.000000,,,,-871321013.000000,10978925040.000000,-17740978.000000,-17740978.000000,-17740978.000000,10961184062.000000,10978925040.000000,10978952399.000000,-27359.000000,10978925040.000000,10961184062.000000,10961211662.000000,-27600.000000,10961184062.000000
12M 2024,18901871943.000000,-13996134324.000000,4905737619.000000,-24519429394.000000,,-10445564561.000000,-14073864833.000000,,,-24519429394.000000,-19613691775.000000,-1067821224.000000,237501901.000000,-626065901.000000,,-679257224.000000,-1067821224.000000,-20681512999.000000,2630959239.000000,,,,2630959239.000000,-18050553760.000000,75281182.000000,75281182.000000,75281182.000000,-17975272578.000000,-18050553760.000000,-18050470863.000000,-82897.000000,-18050553760.000000,-17975272578.000000,-17975189783.000000,-82795.000000,-17975272578.000000
