Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(0 B),(0 B),(1 B),-8296.38
12M 2021,0 B,(0 B),0 B,4143.48
12M 2022,(1 B),(1 B),(3 B),-53.26
12M 2023,(5 B),(47 B),(53 B),-4.93
12M 2024,(10 B),(1 B),(11 B),-1.06
