Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2020,-0.00,-581817.91,-0.00,-581817.91,4 B,31 B,35 B,35 B,(13 B)
12M 2021,-0.00,-674173.33,-0.00,-674173.33,14 B,22 B,36 B,36 B,(21 B)
12M 2022,-0.00,-591.21,-0.00,-591.21,19 B,17 B,36 B,35 B,(2 B)
12M 2023,3.58,14.26,3.58,14.26,0 B,3 B,3 B,(63 B),83 B
12M 2024,3.97,12.59,4.05,12.36,0 B,3 B,3 B,(50 B),64 B
