Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,-88091.84,-0.00,0.00,(1.06 B),-18.28%,15.14%,181.58%,-0.43
12M 2021,0.00 B,-92268.47,-0.00,0.00,2.69 B,-18.22%,13.69%,-21.73%,0.19
12M 2022,0.05 B,83.77,0.00,0.00,14.68 B,11.61%,-14.17%,-637.56%,3.13
12M 2023,10.72 B,1.02,50.00,13.92,(0.22 B),6.65%,7.18%,-2.74%,-3.49
12M 2024,10.72 B,-1.68,-29.76,28.36,(16.85 B),-12.14%,-13.38%,-13.03%,-31.33
