Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Piutang Pihak Berelasi,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,115754415.000000,836112954.000000,518803996.000000,317308958.000000,836112954.000000,21860634045.000000,64568742.000000,21796065303.000000,21860634045.000000,,2081826108.000000,2330374405.000000,27224701927.000000,,8282684259.000000,,837354748.000000,893430244.000000,155000000.000000,10168469251.000000,37393171178.000000,,,39896566095.000000,,240484161.000000,1212093434.000000,1452577595.000000,,864653768.000000,31711366450.000000,32576020218.000000,156472666.000000,1188539128.000000,,3614370746.000000,104144482.000000,,3718515228.000000,804441260.000000,39896566095.000000,40097506745.000000,,28819394705.000000,2399718465.000000,7257945742.000000,38477058912.000000,1620447833.000000,40097506745.000000,79994072840.000000,,38794000000.000000,814323506.000000,-84750411478.000000,,,-84750411478.000000,2541186310.000000,,-42600901662.000000,37393171178.000000,77588.000000
12M 2021,,,76942991.000000,2710016239.000000,2246326430.000000,463689809.000000,2710016239.000000,22538701052.000000,73632942.000000,22465068110.000000,22538701052.000000,,2534400651.000000,2656957540.000000,30517018473.000000,,7283210833.000000,,763288345.000000,532753995.000000,206000000.000000,8785253173.000000,39302271646.000000,,,51640521021.000000,,416154206.000000,1361537129.000000,1777691335.000000,,1074011861.000000,31987073520.000000,33061085381.000000,963449670.000000,1612677286.000000,,13925857290.000000,93638789.000000,,14019496079.000000,206121270.000000,51640521021.000000,37501202528.000000,,18507908161.000000,3520628019.000000,13519941148.000000,35548477328.000000,1952725200.000000,37501202528.000000,89141723549.000000,,38794000000.000000,814323506.000000,-91909337615.000000,,,-91909337615.000000,2468308315.000000,-6746109.000000,-49839451903.000000,39302271646.000000,77588.000000
12M 2022,,,1216751499.000000,15498659623.000000,15162168157.000000,336491466.000000,15498659623.000000,48001742.000000,48001742.000000,,48001742.000000,,3699459817.000000,8899488558.000000,29362361239.000000,,8146483930.000000,,713446345.000000,577524218.000000,444021307.000000,9881475800.000000,39243837039.000000,,,31170823359.000000,,1547177659.000000,1824515080.000000,3371692739.000000,,169294803.000000,1294142789.000000,1463437592.000000,4819572800.000000,1213372403.000000,,19163102186.000000,231049695.000000,148284432.000000,19542436313.000000,760311512.000000,31170823359.000000,36163683686.000000,,13270663265.000000,3423358494.000000,17132206564.000000,33826228323.000000,2337455363.000000,36163683686.000000,67334507045.000000,,54394008000.000000,814323506.000000,-87352720521.000000,,,-87352720521.000000,4067558271.000000,-13839262.000000,-28090670006.000000,39243837039.000000,54394008.000000
12M 2023,,,66051952547.000000,14104109744.000000,12469176220.000000,1634933524.000000,14104109744.000000,191895467.000000,191895467.000000,,191895467.000000,,4896768493.000000,2899472628.000000,88144198879.000000,,50499494015.000000,,,1346233200.000000,25218258570.000000,77063985785.000000,165208184664.000000,,,5396524329.000000,,448795796.000000,1954905731.000000,2403701527.000000,,529795678.000000,3812205.000000,533607883.000000,147988262.000000,1263311237.000000,,,274238458.000000,320760472.000000,594998930.000000,452916490.000000,5396524329.000000,6924041311.000000,,,3167966203.000000,1275275922.000000,4443242125.000000,2480799186.000000,6924041311.000000,12320565640.000000,,128660508000.000000,100433307074.000000,-76373768122.000000,,,-76373768122.000000,935570.000000,166636502.000000,152887619024.000000,165208184664.000000,10721709000.000000
12M 2024,,,52721899180.000000,10214313799.000000,8593350900.000000,1620962899.000000,10214313799.000000,87226500.000000,87226500.000000,,87226500.000000,,4108095332.000000,4292686011.000000,71424220822.000000,,53704210750.000000,2414666667.000000,,4634062218.000000,16495407694.000000,77248347329.000000,148672568151.000000,,,7420909999.000000,,256906074.000000,3283417474.000000,3540323548.000000,,150738110.000000,124165179.000000,274903289.000000,186412900.000000,1788434404.000000,,,281075123.000000,422795808.000000,703870931.000000,926964927.000000,7420909999.000000,6307671206.000000,,,2907114246.000000,642358379.000000,3549472625.000000,2758198581.000000,6307671206.000000,13728581205.000000,,128662026744.000000,100463428830.000000,-94424238985.000000,,,-94424238985.000000,852775.000000,241917582.000000,134943986946.000000,148672568151.000000,10721835562.000000
