Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,"1,686 B","(1,033 B)",653 B,276.61
12M 2019,"2,346 B",(572 B),"1,774 B",751.88
12M 2020,"2,195 B","(1,208 B)",988 B,418.77
12M 2021,"1,773 B","(1,687 B)",86 B,3.46
12M 2022,847 B,"(1,081 B)",(235 B),-9.45
12M 2023,328 B,"(1,888 B)","(1,560 B)",-62.83
12M 2024,"1,455 B","(1,483 B)",(28 B),-1.11
