Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Others,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Properti Pertambangan,Persediaan,Aset Eksplorasi Dan Evaluasi,Aset Pajak Tangguhan,Investasi Pada Entitas Asosiasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Pihak Ketiga,Pihak Berelasi,Total Beban Akrual,Utang Pajak,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,15729800.000000,1250267.000000,1250267.000000,,1250267.000000,110839503.000000,6529479.000000,100065231.000000,4244793.000000,110839503.000000,51936775.000000,6585406.000000,186341751.000000,,139195925.000000,156395134.000000,66693327.000000,39899760.000000,4963942.000000,,42200341.000000,449348429.000000,635690180.000000,,,94650590.000000,,,10414660.000000,,10414660.000000,,3176504.000000,3176504.000000,,24064008.000000,,24064008.000000,5780678.000000,51214740.000000,94650590.000000,385364739.000000,,332369235.000000,663608.000000,333032843.000000,35153283.000000,17178613.000000,385364739.000000,480015329.000000,,19491334.000000,33995425.000000,107514708.000000,,107514708.000000,107514708.000000,89.000000,-5326705.000000,155674851.000000,635690180.000000,2359250000.000000
12M 2019,,,48416517.000000,778562.000000,778562.000000,,778562.000000,90193311.000000,11701186.000000,74223372.000000,4268753.000000,90193311.000000,28015539.000000,6160261.000000,173564190.000000,,136507317.000000,142945148.000000,79106019.000000,46232125.000000,4703358.000000,,30345702.000000,439839669.000000,613403859.000000,,,105883372.000000,6500000.000000,,9426815.000000,,9426815.000000,,3994591.000000,3994591.000000,,16723078.000000,,16723078.000000,16704237.000000,52534651.000000,105883372.000000,333712112.000000,,280727590.000000,225513.000000,280953103.000000,32831987.000000,19927022.000000,333712112.000000,439595484.000000,,19491334.000000,33995425.000000,125544065.000000,,125544065.000000,125544065.000000,28668.000000,-5251117.000000,173808375.000000,613403859.000000,2359250000.000000
12M 2020,,,40190872.000000,104706.000000,104706.000000,,104706.000000,22906186.000000,14877349.000000,,8028837.000000,22906186.000000,31163980.000000,7575876.000000,101941620.000000,,143063043.000000,196734187.000000,89085535.000000,48882206.000000,2715726.000000,255703.000000,17558286.000000,498294686.000000,600236306.000000,,,125998254.000000,2304760.000000,,5278584.000000,3059654.000000,8338238.000000,,3029690.000000,3029690.000000,,25201498.000000,,25201498.000000,18341887.000000,68782181.000000,125998254.000000,379895331.000000,,326260625.000000,144204.000000,326404829.000000,34262046.000000,19228456.000000,379895331.000000,505893585.000000,,19491334.000000,33995425.000000,46115116.000000,,46115116.000000,46115116.000000,20491.000000,-5279645.000000,94342721.000000,600236306.000000,2359250000.000000
12M 2021,,,12298872.000000,167857.000000,167857.000000,,167857.000000,20708376.000000,12994324.000000,,7714052.000000,20708376.000000,39053742.000000,6930934.000000,79159781.000000,,149185236.000000,273105754.000000,101709282.000000,57724890.000000,199339.000000,2032770.000000,26580353.000000,610537624.000000,689697405.000000,,,201424186.000000,34204922.000000,,35619670.000000,6113324.000000,41732994.000000,,2838505.000000,2838505.000000,,28510888.000000,13163555.000000,41674443.000000,12124507.000000,68848815.000000,201424186.000000,255685897.000000,,200978858.000000,262076.000000,201240934.000000,36365302.000000,18079661.000000,255685897.000000,457110083.000000,,20350482.000000,95790451.000000,121842427.000000,,121842427.000000,121842427.000000,-81962.000000,-5314076.000000,232587322.000000,689697405.000000,24835000000.000000
12M 2022,,,10339434.000000,3814651.000000,3814651.000000,,3814651.000000,19929974.000000,16578824.000000,,3351150.000000,19929974.000000,50930188.000000,2160269.000000,87174516.000000,,142699098.000000,311230122.000000,96317883.000000,58819920.000000,163634.000000,3121508.000000,18289741.000000,630641906.000000,717816422.000000,,,201502683.000000,60699682.000000,,44954824.000000,15412563.000000,60367387.000000,,7108170.000000,7108170.000000,,24734745.000000,7350485.000000,32085230.000000,5715144.000000,35527070.000000,201502683.000000,268558300.000000,,216525840.000000,77793.000000,216603633.000000,34898466.000000,17056201.000000,268558300.000000,470060983.000000,,20350482.000000,95790451.000000,137378047.000000,200000.000000,137178047.000000,137378047.000000,-82486.000000,-5681055.000000,247755439.000000,717816422.000000,24835000000.000000
12M 2023,,,9320177.000000,53538.000000,53538.000000,,53538.000000,24372140.000000,19092256.000000,,5279884.000000,24372140.000000,60785367.000000,31054.000000,94562276.000000,,159256546.000000,384599949.000000,66284625.000000,65663437.000000,190777.000000,5203473.000000,27819098.000000,709017905.000000,803580181.000000,,,122160820.000000,47171790.000000,,29914214.000000,18903058.000000,48817272.000000,,1474407.000000,1474407.000000,,15201751.000000,5451508.000000,20653259.000000,1711260.000000,2332832.000000,122160820.000000,418789376.000000,,355964113.000000,,355964113.000000,43990022.000000,18835241.000000,418789376.000000,540950196.000000,,20350482.000000,95790451.000000,151897771.000000,300000.000000,151597771.000000,151897771.000000,95085.000000,-5503804.000000,262629985.000000,803580181.000000,24835000000.000000
12M 2024,,,4537084.000000,69044.000000,69044.000000,,69044.000000,29464922.000000,22290479.000000,,7174443.000000,29464922.000000,58686731.000000,30325.000000,92788106.000000,,140700665.000000,509528650.000000,62707396.000000,29774307.000000,132286.000000,6288242.000000,23480145.000000,772611691.000000,865399797.000000,,,184637191.000000,45986883.000000,,56617910.000000,21405060.000000,78022970.000000,,3982754.000000,3982754.000000,,24319632.000000,4509524.000000,28829156.000000,3173596.000000,24641832.000000,184637191.000000,407806445.000000,,338891080.000000,1299131.000000,340190211.000000,48495874.000000,19120360.000000,407806445.000000,592443636.000000,,20350482.000000,95790451.000000,162689820.000000,300000.000000,162389820.000000,162689820.000000,50146.000000,-5924738.000000,272956161.000000,865399797.000000,24835000000.000000
