Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,-2.46,,0.62
12M 2021,18.88,52.5,17.17,54.21,19.33,,6.95,,3.58,,2.03,,-9.73,,0.71
12M 2022,51.33,105.75,60.17,96.91,7.11,5.35,3.45,3.33,3.23,3.24,1.31,1.17,-43.52,-43.52,0.97
12M 2023,59.9,64.64,38.99,85.55,6.09,5.16,5.65,7.01,4.92,4.75,1.74,1.75,-18.35,-18.35,0.85
12M 2024,70.71,60.75,36.63,94.83,5.16,6.28,6.01,5.54,3.96,3.97,1.58,1.6,-10.33,-10.33,0.79
