Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,460 B,(76 B),385 B,1539357906.86
12M 2021,(106 B),(36 B),(142 B),-17.92
12M 2022,(643 B),(128 B),(772 B),-97.14
12M 2023,(58 B),(210 B),(268 B),-33.74
12M 2024,163 B,(91 B),72 B,9.12
