Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Adjustment,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Adjustment,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,438456223557.000000,-393671080835.000000,44785142722.000000,-25011923192.000000,-15085389920.000000,-16050157390.000000,,6123624118.000000,-25011923192.000000,19773219530.000000,-7037755594.000000,51272651.000000,-7089028245.000000,,,-7037755594.000000,12735463936.000000,-3770735250.000000,8964728686.000000,4228053657.000000,13192782343.000000,8964728686.000000,8964728686.000000,,8964728686.000000,13192782343.000000,13192782343.000000,,13192782343.000000
12M 2019,467723294399.000000,-406394102682.000000,61329191717.000000,-40248765431.000000,-12689920148.000000,-22807794949.000000,,-4751050334.000000,-40248765431.000000,21080426286.000000,-8501413712.000000,178299136.000000,-8679712848.000000,,,-8501413712.000000,12579012574.000000,-3587537500.000000,8991475074.000000,3746798602.000000,12738273676.000000,8991475074.000000,8991475074.000000,,8991475074.000000,12738273676.000000,12738273676.000000,,12738273676.000000
12M 2020,196517768308.000000,-182338070216.000000,14179698092.000000,-14896504894.000000,-6047261335.000000,-16117189154.000000,,7267945595.000000,-14896504894.000000,-716806802.000000,-6313726842.000000,1511746223.000000,-7825473065.000000,,,-6313726842.000000,-7030533644.000000,926104195.000000,-6104429449.000000,2501953814.000000,-3602475635.000000,-6104429449.000000,-6104429449.000000,,-6104429449.000000,-3602475635.000000,-3602475635.000000,,-3602475635.000000
12M 2021,104782481860.000000,-111408834614.000000,-6626352754.000000,-49625780878.000000,-3187192365.000000,-46091633856.000000,,-346954657.000000,-49625780878.000000,-56252133632.000000,390714933.000000,4305978597.000000,-3915263664.000000,,,390714933.000000,-55861418699.000000,4358860575.000000,-51502558124.000000,29205928146.000000,-22296629978.000000,-51502558124.000000,-51502558124.000000,,-51502558124.000000,-22296629978.000000,-22296629978.000000,,-22296629978.000000
12M 2022,126547485872.000000,-100210809474.000000,26336676398.000000,-34090872443.000000,-4567402517.000000,-41134625038.000000,,11611155112.000000,-34090872443.000000,-7754196045.000000,-803001976.000000,470049887.000000,-1273051863.000000,,,-803001976.000000,-8557198021.000000,2293159680.000000,-6264038341.000000,-3410047049.000000,-9674085390.000000,-6264038341.000000,-6264038341.000000,,-6264038341.000000,-9674085390.000000,-9674085390.000000,,-9674085390.000000
12M 2023,87603006966.000000,-75975799755.000000,11627207211.000000,-26168407469.000000,-1739910970.000000,-21053773447.000000,,-3374723052.000000,-26168407469.000000,-14541200258.000000,-1698132988.000000,1073125436.000000,-2771258424.000000,,,-1698132988.000000,-16239333246.000000,1272230641.000000,-14967102605.000000,7555116943.000000,-7411985662.000000,-14967102605.000000,-14967102605.000000,,-14967102605.000000,-7411985662.000000,-7411985662.000000,,-7411985662.000000
12M 2024,135521321941.000000,-125174964135.000000,10346357806.000000,-10795700795.000000,-2444413077.000000,-13841686250.000000,,5490398532.000000,-10795700795.000000,-449342989.000000,-1281133293.000000,1084834979.000000,-2365968272.000000,,,-1281133293.000000,-1730476282.000000,414129072.000000,-1316347210.000000,5300483815.000000,3984136605.000000,-1316347210.000000,-1316347210.000000,,-1316347210.000000,3984136605.000000,3984136605.000000,,3984136605.000000
