Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,35 B,(1 B),35 B,57.74
12M 2019,2 B,2 B,4 B,5.75
12M 2020,45 B,0 B,45 B,60.36
12M 2021,11 B,0 B,11 B,15.33
12M 2022,35 B,(0 B),35 B,47.05
12M 2023,(1 B),(0 B),(1 B),-1.47
12M 2024,1 B,(1 B),0 B,0.05
