Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Adjustment,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Jangka Panjang,Piutang Lain-Lain,Aset Tetap,Properti Investasi,Aset Pajak Tangguhan,Adjustment,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Adjustment,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,75629344554.000000,,74654568387.000000,,,74654568387.000000,,,,96312141649.000000,,3193750700.000000,249789805290.000000,,,5524003110.000000,60387229032.000000,,,,19750000.000000,65930982142.000000,315720787432.000000,,,146776354300.000000,103993807212.000000,17483208737.000000,,,17483208737.000000,10383625591.000000,,,10383625591.000000,2831815993.000000,11311519036.000000,772377731.000000,146776354300.000000,56651389992.000000,10638570000.000000,46012819992.000000,56651389992.000000,203427744292.000000,,60000000000.000000,,8176938284.000000,,,8176938284.000000,,44116104856.000000,112293043140.000000,315720787432.000000,600000000.000000
12M 2019,,,90941401894.000000,,74680576360.000000,,,74680576360.000000,,,,97280255420.000000,,26238842854.000000,289141076528.000000,,,593965796.000000,53772405116.000000,,,,15930000.000000,54382300912.000000,343523377440.000000,,,122585815148.000000,90841038925.000000,,8663107756.000000,,8663107756.000000,,10811887776.000000,313116758.000000,11125004534.000000,788002330.000000,10396539319.000000,772122284.000000,122585815148.000000,56120249366.000000,10608617000.000000,45511632366.000000,56120249366.000000,178706064514.000000,,75000000000.000000,24785996111.000000,17168413358.000000,,,17168413358.000000,,47862903458.000000,164817312927.000000,343523377441.000000,750000000.000000
12M 2020,,,9263517172.000000,,50894611802.000000,50894611802.000000,,50894611802.000000,,,,70964686613.000000,,15431914390.000000,146554729977.000000,,82245000000.000000,1624102784.000000,48528763208.000000,,,,3046651273.000000,135444517265.000000,281999247242.000000,,,66398645600.000000,44028772576.000000,,5616855805.000000,,5616855805.000000,,,10809987676.000000,10809987676.000000,352027620.000000,2277820426.000000,3313181497.000000,66398645600.000000,54685764350.000000,10037039285.000000,44648725065.000000,54685764350.000000,121084409950.000000,,75000000000.000000,24485996111.000000,11063983909.000000,,,11063983909.000000,,50364857272.000000,160914837292.000000,281999247242.000000,750000000.000000
12M 2021,,,55112549904.000000,,43684595656.000000,43684595656.000000,,43684595656.000000,99580798.000000,99580798.000000,99580798.000000,24595398699.000000,,15542608080.000000,139034733137.000000,,,570811901.000000,48626286886.000000,,11507377201.000000,,3475920778.000000,64180396766.000000,203215129903.000000,,,25091161012.000000,6238874997.000000,,7994113722.000000,,7994113722.000000,,,710840382.000000,710840382.000000,396139295.000000,3586745424.000000,6164447192.000000,25091161012.000000,39505761575.000000,,39505761575.000000,39505761575.000000,64596922587.000000,,75000000000.000000,24485996111.000000,-40438574215.000000,,,-40438574215.000000,,79570785418.000000,138618207314.000000,203215129901.000000,750000000.000000
12M 2022,,,45263675077.000000,,16047488760.000000,16047488760.000000,,16047488760.000000,99580798.000000,99580798.000000,99580798.000000,17013458384.000000,,4706275992.000000,83130479011.000000,,,240700000.000000,42881627537.000000,,15257746303.000000,,67827410519.000000,126207484359.000000,209337963370.000000,,,39297273996.000000,30346500000.000000,,3477118851.000000,,3477118851.000000,,,76448068.000000,76448068.000000,629990949.000000,3290059721.000000,1477156407.000000,39297273996.000000,41096567450.000000,,41096567450.000000,41096567450.000000,80393841446.000000,,75000000000.000000,24485996111.000000,-46702612556.000000,1798295075.000000,-48500907631.000000,-46702612556.000000,,76160738369.000000,128944121924.000000,209337963370.000000,750000000.000000
12M 2023,,,29831172485.000000,,12656298041.000000,12656298041.000000,,12656298041.000000,299310353.000000,299310353.000000,299310353.000000,22126623895.000000,,15427158061.000000,80340562835.000000,,,,29282962762.000000,60918074369.000000,14399046524.000000,,5222406420.000000,109822490075.000000,190163052910.000000,,,34275360700.000000,19923315702.000000,,8242157536.000000,,8242157536.000000,,,48477621.000000,48477621.000000,539363061.000000,4172160790.000000,1349885990.000000,34275360700.000000,34355555948.000000,,34355555948.000000,34355555948.000000,68630916648.000000,,75000000000.000000,24485996111.000000,-61669715161.000000,1798295075.000000,-63468010236.000000,-61669715161.000000,,83715855312.000000,121532136262.000000,190163052910.000000,750000000.000000
12M 2024,,,44464852383.000000,,16299581539.000000,16299581539.000000,,16299581539.000000,19273601455.000000,19273601455.000000,19273601455.000000,8744307124.000000,,9671840397.000000,98454182898.000000,,,,26627942099.000000,61689189234.000000,13558030921.000000,,4352172017.000000,106227334271.000000,204681517169.000000,,,49294357717.000000,35458687602.000000,,6731808710.000000,,6731808710.000000,,,2500000.000000,2500000.000000,581616398.000000,5676901449.000000,842843558.000000,49294357717.000000,29870886585.000000,,29870886585.000000,29870886585.000000,79165244302.000000,,75000000000.000000,24485996111.000000,-62986062371.000000,1798295075.000000,-64784357446.000000,-62986062371.000000,,89016339127.000000,125516272867.000000,204681517169.000000,750000000.000000
