Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Others,Total Utang Pajak,Beban Akrual,Liabilitas Derivatif,Utang Dari Pihak Berelasi,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Jangka Panjang Dari Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,1140083000000.000000,1133000000.000000,1789714000000.000000,215751000000.000000,1573963000000.000000,1789714000000.000000,15591000000.000000,12200000000.000000,3391000000.000000,15591000000.000000,724227000000.000000,474448000000.000000,4145196000000.000000,,2940768000000.000000,90783000000.000000,2900000000.000000,3034451000000.000000,7179647000000.000000,,,2393796000000.000000,256364000000.000000,,46659000000.000000,885017000000.000000,931676000000.000000,,23282000000.000000,84295000000.000000,107577000000.000000,,41915000000.000000,41915000000.000000,1016736000000.000000,1142000000.000000,38386000000.000000,,2393796000000.000000,1988147000000.000000,1884293000000.000000,103854000000.000000,1988147000000.000000,4381943000000.000000,,332526000000.000000,-8849000000.000000,2462340000000.000000,5700000000.000000,2456640000000.000000,2462340000000.000000,184000000.000000,11503000000.000000,2797704000000.000000,7179647000000.000000,24050.000000
12M 2019,,,1986649000000.000000,1088000000.000000,2367986000000.000000,274252000000.000000,2093734000000.000000,2367986000000.000000,20035000000.000000,12525000000.000000,7510000000.000000,20035000000.000000,638942000000.000000,546941000000.000000,5561641000000.000000,,2637295000000.000000,114188000000.000000,2929000000.000000,2754412000000.000000,8316053000000.000000,,,2314879000000.000000,140899000000.000000,,54516000000.000000,784978000000.000000,839494000000.000000,,10935000000.000000,38687000000.000000,49622000000.000000,,91140000000.000000,91140000000.000000,1154361000000.000000,2514000000.000000,36849000000.000000,,2314879000000.000000,1659565000000.000000,1520460000000.000000,139105000000.000000,1659565000000.000000,3974444000000.000000,,415657000000.000000,1061876000000.000000,2851831000000.000000,66505000000.000000,2785326000000.000000,2851831000000.000000,266000000.000000,11979000000.000000,4341609000000.000000,8316053000000.000000,4156572300.000000
12M 2020,,,1428189000000.000000,1104000000.000000,2044812000000.000000,236228000000.000000,1808584000000.000000,2044812000000.000000,40234000000.000000,15571000000.000000,24663000000.000000,40234000000.000000,591966000000.000000,453843000000.000000,4560148000000.000000,,2603182000000.000000,104855000000.000000,376266000000.000000,3084303000000.000000,7644451000000.000000,,,2590637000000.000000,,,36451000000.000000,771822000000.000000,808273000000.000000,,22569000000.000000,125891000000.000000,148460000000.000000,,67319000000.000000,67319000000.000000,1118328000000.000000,2089000000.000000,354629000000.000000,91539000000.000000,2590637000000.000000,559174000000.000000,44554000000.000000,514620000000.000000,559174000000.000000,3149811000000.000000,,415657000000.000000,1064255000000.000000,3022730000000.000000,66505000000.000000,2956225000000.000000,3022730000000.000000,492000000.000000,-8494000000.000000,4494640000000.000000,7644451000000.000000,4156572300.000000
12M 2021,,,1499252000000.000000,1117000000.000000,2159509000000.000000,244990000000.000000,1914519000000.000000,2159509000000.000000,21437000000.000000,12529000000.000000,8908000000.000000,21437000000.000000,964332000000.000000,170343000000.000000,4815990000000.000000,,2505224000000.000000,151273000000.000000,315026000000.000000,2971523000000.000000,7787513000000.000000,,,2390066000000.000000,,,52349000000.000000,964438000000.000000,1016787000000.000000,,73775000000.000000,134307000000.000000,208082000000.000000,,32381000000.000000,32381000000.000000,1000737000000.000000,487000000.000000,27632000000.000000,103960000000.000000,2390066000000.000000,490942000000.000000,17440000000.000000,473502000000.000000,490942000000.000000,2881008000000.000000,,415657000000.000000,1064255000000.000000,3434270000000.000000,66505000000.000000,3367765000000.000000,3434270000000.000000,817000000.000000,-8494000000.000000,4906505000000.000000,7787513000000.000000,4156572300.000000
12M 2022,,,1372156000000.000000,1231000000.000000,2610014000000.000000,411594000000.000000,2198420000000.000000,2610014000000.000000,38251000000.000000,11892000000.000000,26359000000.000000,38251000000.000000,1311922000000.000000,454819000000.000000,5788393000000.000000,,2188920000000.000000,160188000000.000000,245037000000.000000,2594145000000.000000,8382538000000.000000,,,2844445000000.000000,,,60417000000.000000,1196290000000.000000,1256707000000.000000,,11681000000.000000,140245000000.000000,151926000000.000000,,146467000000.000000,146467000000.000000,1184639000000.000000,,,104706000000.000000,2844445000000.000000,374340000000.000000,,374340000000.000000,374340000000.000000,3218785000000.000000,,415657000000.000000,1064255000000.000000,3691329000000.000000,66505000000.000000,3624824000000.000000,3691329000000.000000,1006000000.000000,-8494000000.000000,5163753000000.000000,8382538000000.000000,4156572300.000000
12M 2023,,,1852974000000.000000,,2375398000000.000000,244245000000.000000,2131153000000.000000,2375398000000.000000,21097000000.000000,12816000000.000000,8281000000.000000,21097000000.000000,1214485000000.000000,142536000000.000000,5606490000000.000000,,2079603000000.000000,183899000000.000000,617862000000.000000,2881364000000.000000,8487854000000.000000,,,2543062000000.000000,,,47913000000.000000,983668000000.000000,1031581000000.000000,,29780000000.000000,133578000000.000000,163358000000.000000,,40769000000.000000,40769000000.000000,1203936000000.000000,879000000.000000,,102539000000.000000,2543062000000.000000,381142000000.000000,,381142000000.000000,381142000000.000000,2924204000000.000000,,415657000000.000000,1064255000000.000000,4091268000000.000000,66505000000.000000,4024763000000.000000,4091268000000.000000,964000000.000000,-8494000000.000000,5563650000000.000000,8487854000000.000000,4156572300.000000
12M 2024,,,1795306000000.000000,,2678719000000.000000,149605000000.000000,2529114000000.000000,2678719000000.000000,25227000000.000000,18982000000.000000,6245000000.000000,25227000000.000000,1017036000000.000000,216297000000.000000,5732585000000.000000,,1929670000000.000000,169274000000.000000,826816000000.000000,2925760000000.000000,8658345000000.000000,,,2537447000000.000000,,,36664000000.000000,909108000000.000000,945772000000.000000,,38248000000.000000,108355000000.000000,146603000000.000000,,137288000000.000000,137288000000.000000,1202422000000.000000,,,105362000000.000000,2537447000000.000000,253728000000.000000,,253728000000.000000,253728000000.000000,2791175000000.000000,,415657000000.000000,1061040000000.000000,4377970000000.000000,66505000000.000000,4311465000000.000000,4377970000000.000000,1000000000.000000,11503000000.000000,5867170000000.000000,8658345000000.000000,4156572300.000000
