Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,652 B,(136 B),516 B,21464490.64
12M 2019,111 B,(50 B),62 B,14.81
12M 2020,"1,341 B",(296 B),"1,045 B",251.31
12M 2021,795 B,(234 B),562 B,135.11
12M 2022,273 B,(167 B),106 B,25.50
12M 2023,920 B,(275 B),645 B,155.20
12M 2024,395 B,(254 B),141 B,33.97
