Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Laba (Rugi) Selisih Kurs,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,8350583000000.0,-6240508000000.0,2110075000000.0,-1606675000000.0,-1432461000000.0,-174214000000.0,-1606675000000.0,503400000000.0,-213520000000.0,27241000000.0,-51508000000.0,-183845000000.0,-5408000000.0,-213520000000.0,289880000000.0,-108724000000.0,181156000000.0,18352000000.0,18352000000.0,18352000000.0,199508000000.0,181156000000.0,181256000000.0,-100000000.0,181156000000.0,199508000000.0,199607000000.0,-99000000.0,199508000000.0
12M 2019,8519760000000.0,-6372253000000.0,2147507000000.0,-1559065000000.0,-1304190000000.0,-254875000000.0,-1559065000000.0,588442000000.0,-39068000000.0,29566000000.0,-44012000000.0,40758000000.0,-65380000000.0,-39068000000.0,549374000000.0,-150670000000.0,398704000000.0,-9131000000.0,-9131000000.0,-9131000000.0,389573000000.0,398704000000.0,398620000000.0,84000000.0,398704000000.0,389573000000.0,389491000000.0,82000000.0,389573000000.0
12M 2020,8433933000000.0,-6707984000000.0,1725949000000.0,-1158633000000.0,-956720000000.0,-201913000000.0,-1158633000000.0,567316000000.0,-99261000000.0,54506000000.0,-47653000000.0,-105422000000.0,-692000000.0,-99261000000.0,468055000000.0,-156373000000.0,311682000000.0,6664000000.0,6664000000.0,6664000000.0,318346000000.0,311682000000.0,311448000000.0,234000000.0,311682000000.0,318346000000.0,318111000000.0,235000000.0,318346000000.0
12M 2021,9116592000000.0,-7259754000000.0,1856838000000.0,-1255109000000.0,-970624000000.0,-284485000000.0,-1255109000000.0,601729000000.0,11760000000.0,28355000000.0,-29748000000.0,21785000000.0,-8632000000.0,11760000000.0,613489000000.0,-138402000000.0,475087000000.0,-886000000.0,-886000000.0,-886000000.0,474201000000.0,475087000000.0,474760000000.0,327000000.0,475087000000.0,474201000000.0,473876000000.0,325000000.0,474201000000.0
12M 2022,10317193000000.0,-8425728000000.0,1891465000000.0,-1410728000000.0,-1172943000000.0,-237785000000.0,-1410728000000.0,480737000000.0,-49654000000.0,25354000000.0,-23491000000.0,-8722000000.0,-42795000000.0,-49654000000.0,431083000000.0,-117435000000.0,313648000000.0,4491000000.0,4491000000.0,4491000000.0,318139000000.0,313648000000.0,313459000000.0,189000000.0,313648000000.0,318139000000.0,317950000000.0,189000000.0,318139000000.0
12M 2023,10245160000000.0,-8221202000000.0,2023958000000.0,-1484773000000.0,-1223093000000.0,-261680000000.0,-1484773000000.0,539185000000.0,35030000000.0,32646000000.0,-20345000000.0,11358000000.0,11371000000.0,35030000000.0,574215000000.0,-139683000000.0,434532000000.0,28095000000.0,28095000000.0,28095000000.0,462627000000.0,434532000000.0,434574000000.0,-42000000.0,434532000000.0,462627000000.0,462669000000.0,-42000000.0,462627000000.0
12M 2024,9675468000000.0,-7700133000000.0,1975335000000.0,-1540391000000.0,-1243073000000.0,-297318000000.0,-1540391000000.0,434944000000.0,26685000000.0,44580000000.0,-17835000000.0,7831000000.0,-7891000000.0,26685000000.0,461629000000.0,-111188000000.0,350441000000.0,23204000000.0,23204000000.0,23204000000.0,373645000000.0,350441000000.0,350405000000.0,36000000.0,350441000000.0,373645000000.0,373609000000.0,36000000.0,373645000000.0
