Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,8 B,(1 B),7 B,26674738.13
12M 2021,18 B,(3 B),15 B,6107.07
12M 2022,20 B,(5 B),14 B,5693.92
12M 2023,(35 B),(6 B),(41 B),-11.76
12M 2024,(51 B),(13 B),(64 B),-14.55
