Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,634.86,,1.08
12M 2021,0.31,0.42,,0.73,1194.14,,864.59,,1200.15,,78.71,,-1131.71,,0.93
12M 2022,0.25,0.03,,0.28,1447.21,,14432.9,,476.53,,63.42,,1247.89,,1.06
12M 2023,0.11,0.14,0.4,-0.15,3266.59,6018.91,2655.24,3121.9,259.85,422.38,34.6,50.72,322.85,322.85,1.18
12M 2024,0.12,0.22,0.82,-0.48,2952.29,1285.45,1650.76,2944.37,134.42,104.29,14.77,10.62,22.07,22.07,2.79
