Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,1437857450131.000000,-1427500874106.000000,10356576025.000000,-7514715825.000000,-1031337436.000000,-6483378389.000000,-7514715825.000000,2841860200.000000,1386472.000000,1386472.000000,1386472.000000,2843246672.000000,-656237120.000000,-656237120.000000,,,-656237120.000000,2187009552.000000,,2187009552.000000,2187009552.000000,2187009552.000000,,2187009552.000000,2187009552.000000,2187009552.000000,,2187009552.000000
12M 2021,2520729697641.000000,-2484946992417.000000,35782705224.000000,-19432313626.000000,-2512555927.000000,-16919757699.000000,-19432313626.000000,16350391598.000000,660646299.000000,660646299.000000,660646299.000000,17011037897.000000,-3819967622.000000,-4032554460.000000,212586838.000000,,-3819967622.000000,13191070275.000000,,13191070275.000000,13191070275.000000,13191070275.000000,,13191070275.000000,13191070275.000000,13191070275.000000,,13191070275.000000
12M 2022,2388987285409.000000,-2356824935448.000000,32162349961.000000,-27207485986.000000,-2415906218.000000,-24791579768.000000,-27207485986.000000,4954863975.000000,2280408617.000000,2280408617.000000,2280408617.000000,7235272592.000000,-2695377061.000000,-2936739300.000000,242475996.000000,-1113757.000000,-2695377061.000000,4539895531.000000,163187700.000000,4703083231.000000,4539895531.000000,4539895531.000000,,4539895531.000000,4703083231.000000,4766440965.000000,-63357734.000000,4703083231.000000
12M 2023,2353067522613.0,-2321823537616.0,31243984997.0,-26547219005.0,-3321104231.0,-23226114774.0,-26547219005.0,4696765992.0,3375359863.0,3375359863.0,3375359863.0,8072125855.0,-2646252942.0,-2585739200.0,-4596709.0,-55917033.0,-2646252942.0,5425872913.0,17419520.0,5443292433.0,5425872913.0,5425878111.0,-5198.0,5425872913.0,5443292433.0,5443297602.0,-5169.0,5443292433.0
12M 2024,2277037813184.0,-2241064817682.0,35972995502.0,-26161636928.0,-3598863143.0,-22562773785.0,-26161636928.0,9811358574.0,-714825203.0,-714825203.0,-714825203.0,9096533371.0,-2370167322.0,-2798983000.0,433218179.0,-4402501.0,-2370167322.0,6726366049.0,84306520.0,6810672569.0,6726366049.0,6726366937.0,-888.0,6726366049.0,6810672569.0,6810673457.0,-888.0,6810672569.0
